year,month,day,47N,46N,45N,44N,43N,42N,41N,40N,39N,38N,37N,36N,35N,34N,33N,32N,31N
2003,11,24,0.863,0.518,0.252,-0.074,0.504,0.271,0.261,0.476,0.737,0.642,0.842,-0.356,0.106,-0.164,0.215,0.153,0.488
2003,11,25,0.527,0.489,0.039,0.148,0.681,0.316,0.532,0.9,1.556,1.786,2.056,1.807,2.088,1.481,0.946,0.271,0.825
2003,11,26,0.43,0.486,0.252,0.016,0.608,0.583,0.617,0.889,0.964,0.721,1.746,1.402,1.779,1.43,0.633,0.208,0.507
2003,11,27,-0.754,-0.498,-0.564,-0.689,-0.103,0.231,-0.026,0.286,0.221,-0.224,0.507,-0.732,-0.391,-0.082,-0.069,-0.025,0.337
2003,11,28,-1.418,-1.649,-2.943,-3.077,-3.714,-2.647,-3.721,-1.952,-1.53,-0.392,0.041,-0.95,-0.378,-0.507,-0.014,-0.305,0.061
2003,11,29,0.508,0.805,0.691,0.643,0.52,-0.298,-2.143,-1.807,-1.798,-0.517,-0.302,-0.911,-0.617,-0.516,-0.032,-0.238,0.111
2003,11,30,0.405,0.814,0.317,0.344,0.758,0.715,0.282,-0.803,-1.764,-0.566,-1.04,-1.316,-0.972,-0.568,0.141,-0.023,-0.341
2003,12,1,-0.31,-0.056,-0.103,-0.271,0.12,0.442,-0.425,-0.729,-0.818,-0.228,-0.627,-0.281,-0.456,-0.291,-0.009,0.117,0.025
2003,12,2,-0.776,-0.826,-1.242,-1.031,-0.919,-1.047,-1.66,-1.215,-0.93,-0.901,-0.38,0.139,-0.069,0.096,0.652,1.024,1.247
2003,12,3,-0.347,-0.087,-0.203,0.004,0.337,-0.18,-0.465,-0.153,-0.113,0.01,0.367,1.257,1.172,0.972,0.869,0.838,1.133
2003,12,4,-1.849,-0.404,-0.96,-1.766,-1.768,-1.667,-1.762,-0.461,-0.431,-0.074,0.302,0.246,0.166,0.574,0.512,0.396,0.393
2003,12,5,-1.903,-1.476,-2.461,-2.116,-2.161,-1.574,-1.736,-0.713,-0.513,-0.434,0.018,0.146,0.221,0.343,0.635,0.413,0.606
2003,12,6,-0.559,-0.171,-0.874,-0.625,-0.448,-0.624,-0.863,-0.577,-0.376,0.058,-0.056,-0.109,-0.411,-0.267,0.198,0.204,0.273
2003,12,7,-0.165,0.234,-0.308,0.272,0.387,-0.027,0.103,0.542,0.695,0.706,0.613,0.339,-0.226,-0.289,-0.225,-0.236,0.044
2003,12,8,0.249,0.547,0.269,0.397,0.688,0.379,0.081,0.01,0.058,0.337,0.487,1.28,0.985,0.657,0.363,0.364,0.752
2003,12,9,-0.389,-0.094,-0.382,-0.723,-1.454,-1.788,-1.812,-1.161,-0.77,-0.709,-0.691,-0.314,-0.513,-0.262,-0.132,-0.234,0.125
2003,12,10,-0.457,-0.209,-0.212,-0.257,0.271,0.084,-0.079,-0.134,-0.216,-0.084,-0.436,-0.007,-0.149,0.003,0.012,-0.255,0.466
2003,12,11,-0.029,0.15,-0.059,-0.217,0.157,0.085,-0.133,-0,0.196,0.287,0.148,0.806,0.719,0.9,0.865,0.621,1.234
2003,12,12,-0.004,-0.338,-0.673,-0.809,-0.469,-0.699,-1.059,-0.791,-0.733,-0.426,-0.375,0.613,0.417,1.061,1.515,0.729,0.989
2003,12,13,-0.449,-0.44,-0.622,-0.453,-0.024,-0.47,-0.949,-0.654,-0.614,-0.315,-0.416,0.021,-0.716,-0.116,0.264,0.142,0.129
2003,12,14,-0.139,-0.189,-0.178,-0.131,0.248,0.041,-0.199,-0.062,-0.135,0.167,0.166,-0.087,-0.477,-0.165,0.428,0.492,0.374
2003,12,15,-1.115,-1.254,-1.297,-1.139,-0.942,-0.713,-0.617,-0.557,-0.623,-0.491,-0.337,-0.555,-0.601,-0.392,0.118,0.041,0.443
2003,12,16,-2.575,-2.829,-3.518,-3.051,-3.434,-2.601,-2.064,-1.788,-1.436,-0.962,-0.392,-0.724,-0.707,-0.594,-0.362,-0.167,-0.685
2003,12,17,0.007,0.243,-0.581,-0.775,-1.094,-1.5,-1.541,-1.606,-1.503,-0.821,-0.138,-0.273,-0.236,-0.446,-0.19,-0.321,-0.329
2003,12,18,-0.106,0.314,0.283,0.482,0.553,0.028,-0.238,-0.378,-0.101,0.067,0.182,0.07,-0.201,-0.206,-0.032,-0.268,-0.296
2003,12,19,-0.319,-0.198,-0.177,-0.131,-0.231,-0.422,-0.889,-0.157,-0.002,0.164,-0.036,0.082,-0.162,-0.064,-0.17,-0.429,-0.085
2003,12,20,0.061,-0.189,-0.035,-0.08,0.358,-0.337,-0.859,-0.517,-0.572,-0.1,-0.091,0.374,-0.296,0.028,-0.12,-0.048,0.072
2003,12,21,0.219,0.047,0.441,-0.081,0.227,-0.332,-0.682,-0.891,-0.975,-0.005,0.039,0.324,-0.156,0.275,0.126,0.337,0.99
2003,12,22,-0.585,-1.155,-1.005,-1.555,-1.575,-1.624,-2.584,-1.746,-1.433,-0.462,-0.288,0.201,-0.156,0.064,0.438,0.645,0.808
2003,12,23,-1.255,-1.726,-2.083,-2.374,-2.399,-2.745,-3.282,-1.866,-1.311,-0.826,-0.868,-0.184,-0.649,0.027,0.071,-0.088,-0.032
2003,12,24,-0.693,-0.36,-0.588,-0.469,0.56,-0.73,-1.352,-0.402,-0.629,-0.179,-0.338,0.078,-0.56,0.1,-0.339,-0.064,-0.742
2003,12,25,0.541,0.635,0.425,0.468,1.26,-0.068,-0.819,-0.159,0.264,0.576,0.411,1.003,0.509,0.497,-0.054,0.027,-0.492
2003,12,26,-0.101,-0.412,-0.6,-0.216,0.405,-0.273,-0.726,0.228,1.211,1.561,1.526,2.483,2.324,1.876,1.752,1.341,0.826
2003,12,27,-0.485,-0.134,-0.206,0.008,0.428,-0.278,-0.899,-0.135,-0.171,-0.206,0.053,0.784,0.438,0.398,1.015,1.048,0.625
2003,12,28,0.492,0.011,-0.062,-0.484,-0.625,-1.662,-1.922,-0.828,-0.738,-0.62,-0.514,-0.016,-0.056,-0.292,0.008,-0.083,-0.233
2003,12,29,1.112,1.378,1.585,1.261,1.679,0.826,-0.571,0.007,-0.093,-0.095,-0.741,-0.123,-0.509,-0.344,-0.017,-0.024,-0.563
2003,12,30,0.381,-0.249,0.158,0.761,1.524,1.748,1.234,2.561,2.697,1.835,1.045,0.89,0.136,-0.303,-0.202,-0.518,-0.594
2003,12,31,-0.043,-0.463,-0.226,-0.168,0.318,-0.135,-0.381,0.072,0.068,0.109,-0.039,0.34,-0.343,-0.033,0.357,-0.139,-0.601
2004,1,1,-0.483,-0.336,-0.278,-0.234,0.463,0.064,-0.003,-0.126,-0.297,-0.278,-0.862,-0.038,-0.525,0.051,0.035,0.003,-0.253
2004,1,2,0.351,0.635,0.299,0.194,1.02,0.434,0.288,0.131,0.484,-0.001,-0.06,0.119,-0.542,-0.133,-0.023,-0.211,0.093
2004,1,3,1.607,0.991,0.824,0.78,1.513,0.708,0.528,0.479,0.833,0.599,0.429,1.093,0.728,0.937,0.766,0.541,0.733
2004,1,4,0.783,0.233,0.71,-0.101,0.165,-0.481,-0.48,-1.07,-0.442,-0.32,-0.11,0.915,0.53,0.277,0.337,0.656,0.967
2004,1,5,0.028,0.065,-0.098,-0.693,-0.775,-0.913,-1.198,-1.045,-0.561,-0.687,0.056,0.741,0.422,0.32,0.289,0.451,0.279
2004,1,6,-2.039,-2.042,-3.292,-3.872,-4.235,-4.296,-4.029,-2.74,-1.794,-0.411,-0.234,0.062,-0.034,-0.042,-0.003,-0.037,-0.013
2004,1,7,-2.333,-1.976,-3.267,-2.683,-2.267,-4.645,-4.566,-2.868,-1.541,-1.038,-1.376,-0.654,-0.424,-0.239,-0.099,-0.118,-0.213
2004,1,8,-1.815,-1.503,-2.665,-2.334,-1.964,-3.463,-3.402,-2.114,-1.187,-1.013,-1.458,-0.619,-0.513,-0.166,-0.008,-0.048,0.1
2004,1,9,-1.608,-0.907,-1.733,-2.513,-2.573,-3.579,-3.01,-1.953,-0.509,-0.692,-1.254,-0.403,-0.694,-0.293,0.085,0.154,0.31
2004,1,10,-0.712,-0.617,-0.865,-0.595,0.939,-0.052,-0.339,-0.041,1.036,0.585,0.277,0.274,-0.226,0.267,0.758,0.539,1.111
2004,1,11,-0.338,-0.117,-0.392,-0.711,-0.251,-1.765,-2.833,-1.553,-0.514,-0.18,0.188,1.048,0.616,-0.013,0.655,0.332,0.391
2004,1,12,-0.762,-0.782,-1.339,-1.989,-1.405,-2.656,-3.366,-1.863,-0.823,-0.448,0.082,0.728,0.406,-0.385,-0.089,-0.05,-0.052
2004,1,13,-0.748,-0.646,-0.736,-0.62,0.682,-0.884,-1.439,-1.355,-1.291,-0.545,-0.651,0.18,-0.627,-0.429,-0.053,0.099,-0.121
2004,1,14,-0.524,-0.74,-0.289,-0.629,1.093,0.303,-0.822,0.051,1.008,0.921,0.374,1.216,0.415,0.444,0.322,0.382,0.594
2004,1,15,0.296,0.15,0.469,0.198,2.104,1.755,1.112,1.411,1.716,0.608,0.321,1.181,1.108,1.233,0.839,0.748,0.683
2004,1,16,0.366,-0.248,0.256,0.026,1.316,1.005,0.655,1.43,1.707,0.721,0.422,1.277,1.055,0.889,0.41,0.409,0.506
2004,1,17,0.728,-0.575,0.858,0.495,0.967,1.132,0.04,0.708,1.524,0.676,0.892,1.584,1.324,0.804,0.234,0.426,0.029
2004,1,18,0.123,-0.709,0.182,-0.379,-0.181,0.085,-1.122,-0.052,0.243,-0.196,0.395,0.442,0.29,0.208,0.262,-0.003,-0.206
2004,1,19,-0.008,-0.885,-0.673,-0.551,-0.304,-0.326,-0.469,1.023,1.174,0.491,1.102,1.054,1.156,0.38,0.103,0.348,0.11
2004,1,20,0.001,-0.125,0.333,0.048,0.256,1.175,0.481,1.535,1.935,1.081,1.644,1.393,1.726,0.885,0.372,0.621,0.395
2004,1,21,0.3,0.052,1.183,0.046,0.553,0.466,-0.368,0.121,-0.12,-0.385,0.163,-0.149,-0.142,0.123,0.374,0.519,0.04
2004,1,22,0.21,-0.426,-0.213,-0.226,0.072,0.263,-0.442,-0.165,-0.432,-0.419,-0.142,-0.294,-0.321,-0.082,0.277,0.397,0.209
2004,1,23,0.131,-0.43,0.188,-0.121,0.014,0.11,-0.557,-0.109,0.104,0.161,0.468,0.878,0.942,0.309,0.157,0.364,0.13
2004,1,24,1.439,0.68,0.911,0.393,0.554,0.678,0.531,1.288,1.484,1.114,1.3,1.66,1.392,1.058,0.741,0.371,0.104
2004,1,25,1.223,0.239,0.716,0.062,0.636,0.804,0.219,0.983,1.307,1.153,1.787,2.166,1.879,1.713,1.114,1.141,0.419
2004,1,26,0.495,0.144,0.38,-0.407,-0.043,0.213,-0.605,-0.025,-0.071,-0.526,0.142,0.206,0.531,0.521,0.427,0.407,0.067
2004,1,27,0.26,-0.33,-0.37,-0.364,-0.06,-0.257,-0.829,-0.101,-0.406,-0.857,-0.457,-0.811,-0.235,0.182,0.537,0.548,0.414
2004,1,28,-0.544,-0.517,-0.977,-0.72,-0.533,-0.325,-0.712,-0.101,-0.098,0.114,0.62,0.579,0.977,0.809,0.935,0.73,0.661
2004,1,29,-0.53,-0.078,-0.768,-1.097,-1.14,-0.581,-0.936,0.134,0.626,0.214,1.139,1.19,1.831,1.132,0.359,0.465,0.425
2004,1,30,0.18,0.247,0.024,0.008,0.309,0.964,0.156,0.734,1.239,0.437,1.012,0.734,1.718,1.284,0.736,0.479,0.521
2004,1,31,-0.221,0.132,0.221,0.069,0.265,0.947,0.323,0.847,1.661,0.935,1.639,1.588,2.947,2.635,2.122,1.592,1.362
2004,2,1,-0.148,-0.1,-0.428,-1.004,-1.174,-0.35,-0.847,0.141,0.4,-0.575,0.097,-0.201,0.358,0.982,1.061,0.269,0.482
2004,2,2,-1.045,-0.12,-0.565,-0.907,-0.464,-0.282,-0.992,0.246,0.049,-0.675,-0.001,-1.152,-0.626,0.025,0.14,0.241,0.248
2004,2,3,0.218,0.58,0.29,0.137,0.381,0.859,0.582,2.039,2.779,1.94,1.78,1.179,1.402,1.429,1.388,1.005,1.026
2004,2,4,0.247,0.043,0.187,-0.012,0.093,0.387,-0.418,0.97,1.82,1.341,1.56,1.693,1.756,1.452,1.997,2.011,1.689
2004,2,5,-0.38,-0.144,-0.26,-0.463,-0.37,-0.153,-0.861,0.114,0.266,-0.196,0.593,0.572,0.335,-0.025,0.736,0.344,0.166
2004,2,6,-0.404,-0.261,0.021,-0.298,-0.146,0.795,-0.257,0.213,-0.477,-0.949,-0.023,-0.638,-0.025,-0.02,0.229,-0.078,0.051
2004,2,7,1.154,0.963,1.09,0.34,0.79,1.178,0.17,0.593,0.364,0.09,0.461,-0.117,0.777,0.371,0.535,0.481,0.731
2004,2,8,0.485,-0.238,0.002,0.008,0.501,1.624,1.305,2.155,1.684,0.433,0.509,-0.044,0.831,-0.01,0.465,0.406,0.652
2004,2,9,0.11,0.179,0.739,0.442,1.074,2.083,1.35,1.289,0.178,-0.471,-0.105,-0.075,0.433,-0.085,0.321,0.388,0.117
2004,2,10,0.032,-0.052,0.045,-0.613,-0.195,-0.277,-0.562,-0.069,-0.162,-0.077,0.38,-0.698,0.04,0.03,0.079,0.162,-0.044
2004,2,11,-0.75,-0.367,-0.464,-0.281,0.022,0.318,-0.022,0.353,0.268,0.248,-0.023,-0.265,0.045,0.136,0.176,0.36,0.288
2004,2,12,-0.616,0.216,-0.232,0.011,0.077,-0.177,-0.217,0.003,0.029,0.227,-0.159,0.038,-0.128,-0.131,-0.268,0.108,0.098
2004,2,13,-1.049,-0.941,-1.532,-2.044,-2.95,-3.308,-3.778,-2.257,-1.912,-0.946,-1.314,-0.233,-0.267,-0.056,-0.208,0.159,-0.022
2004,2,14,-1.191,-0.463,-1.342,-1.261,-0.893,-1.324,-2.956,-0.531,-0.839,-0.197,-1.148,-0.315,-0.163,0.252,0.238,0.295,0.308
2004,2,15,-0.487,0.155,-0.969,-0.71,-0.995,-1.554,-2.631,-1.39,-1.126,-0.633,-1.364,-0.209,-0.157,0.388,0.507,0.344,0.76
2004,2,16,-1.682,-0.815,-1.834,-2.026,-1.914,-1.89,-2.624,-1.697,-2.191,-2.596,-3.201,-0.97,-0.522,0.165,0.306,0.527,0.71
2004,2,17,-0.49,0.376,0.073,0.155,0.354,-0.597,-0.742,-0.952,-1.218,-1.787,-2.674,-0.585,-0.833,-0.366,0.115,0.394,0.256
2004,2,18,0.363,0.078,0.127,-0.013,0.695,-0.114,0.119,0.367,0.829,0.561,-0.391,0.096,-0.636,0.138,0.42,-0.011,0.669
2004,2,19,-0.416,0.17,0.217,0.038,1.014,-0.142,-0.14,0.225,0.876,0.54,0.045,1.34,1.183,1.847,1.654,0.771,1.013
2004,2,20,0.116,0.394,0.555,0.07,0.332,-0.443,-0.307,-0.179,0.131,-0.054,-0.28,0.409,0.317,0.806,1.024,0.484,0.885
2004,2,21,-0.298,-0.161,-0.336,-0.913,-0.616,-1.304,-1.262,-1.067,-0.941,-0.682,-0.646,-0.205,-0.647,-0.179,0.278,-0.049,-0.278
2004,2,22,-0.433,-0.334,-0.6,-0.548,-0.077,-0.828,-0.997,-0.546,-0.169,0.255,0.011,0.068,-0.204,0.137,0.439,-0.724,-0.914
2004,2,23,-0.388,-0.237,-0.104,-0.129,0.233,-0.449,0.099,0.205,0.3,-0.105,-0.144,-0.024,0.033,0.43,0.592,0.175,-0.174
2004,2,24,-1.086,-1.076,-1.752,-1.451,-1.327,-1.476,-0.909,-0.195,-0.11,-0.064,-0.381,-0.221,-0.442,-0.44,0.345,-0.036,-0.067
2004,2,25,-1.325,-0.51,-1.378,-2.084,-2.512,-2.424,-1.864,-1.389,-1.02,-0.799,-1.348,-1.011,-1.048,-0.675,0.015,0.082,-0.266
2004,2,26,-1.043,0.246,-1.01,-0.17,1.719,-0.664,-0.265,-0.551,-0.284,-0.278,-0.372,0.196,-0.179,0.318,0.162,-0.056,-0.516
2004,2,27,0.322,0.63,0.615,0.773,1.668,-0.335,0.245,0.306,1.13,0.492,0.466,0.976,1.163,1.26,0.849,0.743,0.34
2004,2,28,-0.051,0.271,0.561,-0.035,0.608,-0.157,0.048,0.687,1.588,1.237,1.306,2.019,2.036,1.992,1.976,1.211,0.943
2004,2,29,0.204,0.17,0.577,-0.2,0.613,0.29,-0.137,0.459,0.98,0.256,0.335,0.827,0.987,0.859,1.072,0.868,0.352
2004,3,1,0.632,0.23,0.617,-0.411,0.972,0.82,0.168,0.625,0.8,0.015,0.064,0.221,0.382,0.645,0.859,0.217,-0.046
2004,3,2,0.541,0.298,0.796,0.231,1.162,2.065,2.12,3.533,3.975,3.117,2.026,1.695,1.464,0.82,0.464,0.169,-0.134
2004,3,3,0.083,-0.211,0.142,-0.071,0.273,0.803,0.566,2.25,3.094,3.098,2.455,2.047,1.817,0.88,0.696,0.166,0.086
2004,3,4,0.56,0.076,0.338,-0.23,0.073,0.898,0.724,1.862,3.235,4.066,3.73,3.683,3.231,1.502,0.621,0.425,-0.111
2004,3,5,-0.522,-0.392,0.097,-0.557,0.027,0.809,0.251,1.405,1.564,1.343,1.791,1.455,1.728,0.903,0.311,-0.152,-0.482
2004,3,6,-0.537,-0.331,0.196,-0.264,-0.213,0.433,-0.138,0.599,0.03,-0.343,0.805,0.312,1.401,0.359,0.276,0.466,0.024
2004,3,7,-0.991,-1.258,-0.963,-0.921,-0.325,0.357,0.173,0.775,0.017,-0.536,0.313,-0.572,0.679,-0.076,0.414,0.414,0.635
2004,3,8,-0.014,0.471,0.916,0.552,1.519,1.99,1.474,1.742,0.441,-0.207,0.363,-0.311,0.538,0.254,0.676,0.84,0.638
2004,3,9,1.483,0.874,1.656,0.956,1.972,2.968,2.907,3.391,2.203,1.708,1.311,0.711,0.531,0.444,0.566,0.383,0.424
2004,3,10,1.444,1.118,2.293,1.663,3.253,4.782,4.914,4.516,3.584,2.706,2.364,1.769,1.199,0.629,0.291,0.144,0.469
2004,3,11,1.489,0.984,1.945,1.363,3.156,4.209,4.002,3.859,2.939,1.948,1.955,1.261,1.006,0.495,0.216,-0.083,0.065
2004,3,12,0.709,0.146,0.927,0.321,2.269,3.367,3.292,4.023,3.547,2.513,1.906,1.149,0.911,0.394,0.178,0.079,-0.024
2004,3,13,0.089,-0.3,0.192,-0.465,0.523,1.572,1.217,2.236,1.931,1.211,1.194,0.008,0.215,-0.046,0.015,0.021,-0.039
2004,3,14,-0.323,-0.499,-0.37,-0.785,0.055,1.093,0.691,1.703,1.294,0.798,0.768,0.033,0.329,0.074,0.111,0.401,0.55
2004,3,15,-0.111,0.061,0.027,-0.209,0.724,1.614,0.787,0.791,0.542,0.308,0.656,0.425,0.81,0.337,0.374,0.481,0.793
2004,3,16,-0.008,0.206,0.646,0.237,1.413,2.658,1.671,1.65,1.22,1.051,1.177,0.892,1.125,0.291,0.17,0.262,0.319
2004,3,17,0.542,0.436,0.967,0.537,1.597,1.997,0.988,1.188,1.053,0.812,0.665,0.622,0.18,-0.048,-0.001,-0.096,-0.128
2004,3,18,-0.092,-0.179,0.209,0.165,0.988,1.462,1.13,0.986,1.791,1.279,0.927,0.568,0.232,-0.119,-0.176,-0.369,-0.057
2004,3,19,0.125,-0.274,0.239,-0.003,0.971,1.979,1.836,1.665,2.534,1.466,1.048,0.408,0.311,-0.163,-0.09,0.109,0.257
2004,3,20,0.174,-0.179,-0.113,-0.452,-0.071,0.603,0.093,-0.496,0.187,-0.281,-0.112,-0.126,-0.012,0.207,0.444,0.74,0.934
2004,3,21,-0.67,-0.918,-1.388,-1.53,-1.307,-0.687,-0.585,-0.869,1.277,0.51,0.693,1.226,1.18,1.403,0.952,1.311,1.701
2004,3,22,-0.183,0.56,0.594,0.693,1.28,1.417,0.62,-0.387,1.383,0.507,1.319,2.476,2.194,1.939,1.05,1.191,1.619
2004,3,23,-0.106,-0.235,-0.043,-0.254,0.342,0.677,0.1,-0.537,0.935,-0.517,0.775,1.539,1.564,1.838,1.026,0.847,1.098
2004,3,24,-1.188,-1.266,-1.577,-1.512,-1.28,-0.062,-0.442,-0.598,0.318,-0.983,0.317,0.438,0.826,1.661,0.996,1.183,1.436
2004,3,25,-0.651,-0.438,-1.032,-1.173,-0.951,0.309,-0.083,-0.248,0.346,-0.857,0.483,0.353,0.661,1.911,1.297,1.165,1.328
2004,3,26,-0.28,0.099,-0.666,-0.397,-0.646,0.036,-0.41,-0.563,-0.145,-0.657,0.397,0.686,1.044,2.145,1.5,1.527,1.71
2004,3,27,-0.024,0.398,-0.319,0.07,-0.116,-0.149,-0.61,-1.061,-0.695,-0.969,-0.017,0.825,1.106,1.679,1.341,1.309,1.357
2004,3,28,-0.37,0.258,-0.189,0.128,0.597,0.933,0.323,0.306,0.649,0.129,0.683,0.378,-0.012,0.094,0.411,0.919,0.619
2004,3,29,0.182,0.307,0.391,0.369,1.057,1.45,1.243,0.918,1.631,0.889,1.371,1.02,1.152,0.341,0.281,0.211,-0.409
2004,3,30,0.216,0.186,0.501,0.155,0.978,1.574,1.416,1.529,2.902,2.38,2.619,2.762,2.728,1.602,1.035,0.724,-0.02
2004,3,31,0.19,0.089,0.185,-0.341,0.407,1.416,1.412,2.108,4.385,3.545,4.017,4.403,4.223,2.102,0.761,0.387,0.004
2004,4,1,0.092,-0.277,-0.083,-0.064,0.764,1.789,1.324,1.684,3.359,2.376,3.361,2.994,3.365,1.698,0.289,-0.068,-0.514
2004,4,2,0.645,0.569,1.106,0.743,1.678,2.542,1.387,1.053,1.466,0.063,1.676,0.802,2.202,0.985,0.616,0.211,0.05
2004,4,3,0.352,0.144,0.473,0.326,1.218,1.473,0.224,0.391,0.266,-0.998,-0.14,-1.141,-0.016,-0.292,0.068,-0.163,-0.237
2004,4,4,0.218,0.07,0.193,0.332,1.112,1.566,0.893,1.139,1.118,-0.187,0.251,-0.174,0.459,0.271,0.172,-0.041,0.081
2004,4,5,0.016,-0.083,-0.015,-0.047,1.138,1.317,1.368,1.746,2.169,0.99,1.463,1.307,1.289,0.967,0.441,0.437,0.5
2004,4,6,0.322,0.074,0.337,0.313,0.935,0.883,1.298,0.973,2.142,1.312,1.934,2.265,1.724,1.397,0.691,0.577,0.546
2004,4,7,0.071,0.197,0.392,0.029,0.505,0.343,0.113,0.372,1.813,1.051,2.094,2.408,1.741,1.504,0.543,0.523,0.662
2004,4,8,0.418,0.513,0.837,0.747,1.752,2.519,1.545,2.25,2.792,1.239,1.933,1.739,1.164,0.801,0.227,0.196,0.3
2004,4,9,0.57,0.675,1.064,0.75,1.525,1.813,1.354,1.559,1.781,0.239,1.296,0.575,0.557,0.538,0.284,0.335,0.234
2004,4,10,0.259,0.114,0.341,0.455,0.738,0.452,0.704,0.279,0.29,-0.511,0.295,-0.062,0.162,0.288,0.332,0.503,0.406
2004,4,11,-0.474,-0.599,-0.512,-0.375,-0.472,-0.719,-0.594,-0.799,-0.471,-0.853,-0.053,-0.019,-0.045,-0.021,0.315,0.529,0.354
2004,4,12,-0.73,-0.682,-0.759,-0.649,-0.816,-0.486,-0.584,-0.681,0.192,-0.014,0.818,1.421,0.948,0.659,0.457,0.321,0.309
2004,4,13,-0.605,-0.534,-0.416,-0.53,-0.414,0.266,0.075,0.144,1.08,0.646,1.139,1.456,1.303,1.351,0.782,0.783,0.854
2004,4,14,-0.086,-0.158,-0.424,-0.754,-0.964,-0.522,-0.7,-0.685,0.055,-0.445,0.545,0.48,0.373,1.467,1.309,1.035,1.247
2004,4,15,0.105,0.157,0.146,0.056,-0.081,0.172,-0.15,-0.143,0.438,-0.01,0.857,1.052,0.703,1.447,1.241,1.046,1.301
2004,4,16,0.071,0.158,-0.019,0.088,0.054,0.275,-0.028,-0.312,0.112,-0.25,0.288,0.517,0.274,1.112,1.019,0.751,0.891
2004,4,17,0.047,0.146,-0.039,0.024,0.057,0.532,-0.08,0.023,0.497,0.164,0.505,0.536,0.081,0.496,0.45,0.342,0.144
2004,4,18,-0.316,-0.313,-0.531,-0.53,-0.58,0.099,-0.284,-0.097,0.425,-0.119,0.446,0.187,-0.482,0.437,0.593,0.507,0.418
2004,4,19,-1.268,-1.192,-1.715,-1.915,-2.026,-1.268,-1.348,-0.68,-0.784,-0.795,-0.208,-0.281,-0.598,0.408,0.864,1.128,1.39
2004,4,20,-0.796,-0.133,-0.842,-0.74,-0.659,0.128,-0.311,0.248,-0.005,-0.121,0.025,0.224,-0.138,0.599,1.361,1.401,1.819
2004,4,21,-0.048,0.416,-0.259,-0.046,0.097,0.602,-0.288,0.17,0.296,-0.016,0.274,0.928,1.028,1.819,1.879,1.378,1.622
2004,4,22,0.182,0.394,0.174,0.461,0.83,1.541,0.631,1.28,1.782,1.748,2.034,2.41,1.84,1.62,1.302,0.811,0.942
2004,4,23,0.111,0.44,0.458,0.569,0.921,1.877,1.02,2.115,2.459,1.494,1.624,1.125,0.781,0.483,0.835,0.461,0.585
2004,4,24,0.457,0.716,0.869,1.155,2.213,3.284,1.998,2.002,1.742,0.547,1.033,0.603,0.651,0.529,0.81,0.424,0.499
2004,4,25,0.546,0.713,0.782,0.938,1.532,1.421,0.781,0.491,0.651,-0.228,0.456,-0.321,0.373,0.232,0.735,0.574,0.595
2004,4,26,0.443,0.359,0.278,0.465,0.304,-0.143,-0.057,0.021,0.481,-0.164,0.73,-0.2,0.093,-0.08,0.936,0.582,0.517
2004,4,27,0.347,0.605,0.555,1.012,1.196,1.204,0.884,0.801,0.979,0.124,0.817,0.466,0.294,-0.012,0.545,0.153,0.214
2004,4,28,0.707,0.942,0.876,1.125,2.01,3.383,3.172,2.727,2.884,1.259,1.329,1.322,1.005,0.522,0.264,-0.22,-0.143
2004,4,29,0.076,0.304,0.287,0.499,0.828,1.045,0.45,0.34,0.802,0.153,0.731,0.791,0.774,0.645,0.435,0.011,-0.106
2004,4,30,-0.158,0.045,-0.044,0.163,-0.104,-0.297,-0.719,-0.634,-0.215,-0.537,-0.11,-0.097,0.052,0.253,0.358,0.188,0.351
2004,5,1,-0.405,-0.309,-0.339,-0.101,-0.092,0.158,0.179,0.602,1.192,0.52,0.607,0.949,0.648,0.508,0.538,0.693,0.968
2004,5,2,-0.26,-0.137,-0.137,0.048,0.062,0.537,0.16,1.192,1.715,1.297,1.048,1.363,0.997,0.528,0.689,0.937,1.218
2004,5,3,0.093,0.498,0.997,1.405,1.93,2.729,1.761,2.288,2.44,1.43,0.876,1.287,0.814,0.417,0.527,0.639,0.545
2004,5,4,0.028,0.152,0.439,0.568,0.504,0.8,0.237,0.752,1.998,1.511,1.647,2.142,1.406,0.618,0.456,0.159,0.025
2004,5,5,0.057,0.141,0.387,0.449,0.351,0.636,0.201,0.413,1.209,0.391,0.949,0.719,0.306,-0.055,0.118,-0.011,-0.051
2004,5,6,0.016,0.046,0.2,0.074,-0.144,-0.04,-0.49,-0.677,-0.414,-1,-0.228,-0.387,-0.253,-0.225,0.194,0.235,0.182
2004,5,7,-0.322,-0.331,-0.561,-0.789,-1.209,-0.798,-1.167,-0.958,-0.258,-0.455,-0.116,-0.044,0.234,0.622,0.819,0.735,0.678
2004,5,8,-0.64,-0.512,-0.884,-0.897,-0.738,0.066,-0.073,0.282,0.917,0.278,0.483,1.022,0.902,2.075,1.735,1.405,1.738
2004,5,9,-0.192,0.065,0.042,0.053,0.12,0.608,0.143,0.605,1.862,1.153,0.793,2.524,2.111,2.737,1.705,1.18,1.68
2004,5,10,0.519,0.515,0.554,0.275,0.535,1.498,1.033,2.213,4.188,2.948,2.018,3.48,2.875,3.269,2.115,1.266,1.41
2004,5,11,0.495,0.425,0.548,0.416,0.718,1.716,1.034,2.423,4.457,3.182,3.048,3.077,2.47,2.815,1.905,1.321,1.35
