#YY  MM DD hh mm WDIR WSPD GDR GST GTIME
#yr  mo dy hr mn degT m/s degT m/s hhmm
2018 03 03 03 00 237  7.5 999 99.0 9999
2018 03 03 03 10 234  7.3 999 99.0 9999
2018 03 03 03 20 238  7.5 999 99.0 9999
2018 03 03 03 30 238  7.1 999 99.0 9999
2018 03 03 03 40 221  6.5 999 99.0 9999
2018 03 03 03 50 223  5.7 242  9.2 0251
2018 03 03 04 00 243  6.7 999 99.0 9999
2018 03 03 04 10 248  7.0 999 99.0 9999
2018 03 03 04 20 252  7.9 999 99.0 9999
2018 03 03 04 30 246  6.9 999 99.0 9999
2018 03 03 04 40 247  6.2 999 99.0 9999
2018 03 03 04 50 249  6.6 254  9.9 0412
2018 03 03 05 00 248  6.7 999 99.0 9999
2018 03 03 05 10 244  6.7 999 99.0 9999
2018 03 03 05 20 247  7.0 999 99.0 9999
2018 03 03 05 30 252  7.0 999 99.0 9999
2018 03 03 05 40 253  7.2 999 99.0 9999
2018 03 03 05 50 249  6.8 257  8.9 0527
2018 03 03 06 00 250  6.6 999 99.0 9999
2018 03 03 06 10 258  6.5 999 99.0 9999
2018 03 03 06 20 255  5.7 999 99.0 9999
2018 03 03 06 30 254  5.6 999 99.0 9999
2018 03 03 06 40 263  6.7 999 99.0 9999
2018 03 03 06 50 262  6.7 253  8.5 0603
2018 03 03 07 00 267  7.0 999 99.0 9999
2018 03 03 07 10 277  9.0 999 99.0 9999
2018 03 03 07 20 291  5.9 999 99.0 9999
2018 03 03 07 30 267  5.5 999 99.0 9999
2018 03 03 07 40 261  5.9 999 99.0 9999
2018 03 03 07 50 256  5.5 274 11.7 0706
2018 03 03 08 00 257  4.9 999 99.0 9999
2018 03 03 08 10 256  5.1 999 99.0 9999
2018 03 03 08 20 256  4.9 999 99.0 9999
2018 03 03 08 30 262  4.8 999 99.0 9999
2018 03 03 08 40 261  6.1 999 99.0 9999
2018 03 03 08 50 265  6.1 276  8.1 0848
2018 03 03 09 00 268  5.8 999 99.0 9999
2018 03 03 09 10 276  6.1 999 99.0 9999
2018 03 03 09 20 247  5.6 999 99.0 9999
2018 03 03 09 30 242  6.4 999 99.0 9999
2018 03 03 09 40 249  5.9 999 99.0 9999
2018 03 03 09 50 260  5.8 280  9.3 0906
2018 03 03 10 00 259  5.7 999 99.0 9999
