#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2010 01 05 01 40 999 99.0 99.0  1.36 16.67  9.71 294 9999.0 999.0  13.5 999.0 99.0 99.00
2010 01 05 02 10 999 99.0 99.0  1.32 16.67  9.61 283 9999.0 999.0  13.4 999.0 99.0 99.00
2010 01 05 02 40 999 99.0 99.0  1.60 16.67  9.97 291 9999.0 999.0  13.4 999.0 99.0 99.00
2010 01 05 03 10 999 99.0 99.0  1.51 16.67  9.57 287 9999.0 999.0  13.4 999.0 99.0 99.00
2010 01 05 03 40 999 99.0 99.0  1.56 16.67  9.79 288 9999.0 999.0  13.4 999.0 99.0 99.00
2010 01 05 04 10 999 99.0 99.0  1.48 10.53  9.60 271 9999.0 999.0  13.4 999.0 99.0 99.00
2010 01 05 04 40 999 99.0 99.0  1.45 16.67  9.49 290 9999.0 999.0  13.4 999.0 99.0 99.00
2010 01 05 05 10 999 99.0 99.0  1.49 16.67  9.79 287 9999.0 999.0  13.4 999.0 99.0 99.00
2010 01 05 05 40 999 99.0 99.0  1.42 15.38  9.41 301 9999.0 999.0  13.3 999.0 99.0 99.00
2010 01 05 06 10 999 99.0 99.0  1.40 16.67  9.02 290 9999.0 999.0  13.3 999.0 99.0 99.00
2010 01 05 06 40 999 99.0 99.0  1.45 15.38  9.30 301 9999.0 999.0  13.3 999.0 99.0 99.00
2010 01 05 07 10 999 99.0 99.0  1.49 16.67  8.81 283 9999.0 999.0  13.3 999.0 99.0 99.00
2010 01 05 07 40 999 99.0 99.0  1.56 15.38  9.00 294 9999.0 999.0  13.3 999.0 99.0 99.00
2010 01 05 08 40 999 99.0 99.0  1.67 15.38  8.36 301 9999.0 999.0  13.3 999.0 99.0 99.00
2010 01 05 09 10 999 99.0 99.0  1.65 14.29  7.98 299 9999.0 999.0  13.3 999.0 99.0 99.00
2010 01 05 09 40 999 99.0 99.0  1.68 15.38  8.10 291 9999.0 999.0  13.3 999.0 99.0 99.00
2010 01 05 10 10 999 99.0 99.0  1.67 15.38  8.61 292 9999.0 999.0  13.3 999.0 99.0 99.00
2010 01 05 10 40 999 99.0 99.0  1.92 15.38  9.44 301 9999.0 999.0  13.3 999.0 99.0 99.00
2010 01 05 11 10 999 99.0 99.0  1.55 15.38  8.41 287 9999.0 999.0  13.3 999.0 99.0 99.00
2010 01 05 11 40 999 99.0 99.0  1.78 15.38  8.89 295 9999.0 999.0  13.3 999.0 99.0 99.00
2010 01 05 12 10 999 99.0 99.0  1.80 15.38  9.58 288 9999.0 999.0  13.3 999.0 99.0 99.00
2010 01 05 12 40 999 99.0 99.0  1.75 15.38  9.30 280 9999.0 999.0  13.3 999.0 99.0 99.00
2010 01 05 13 10 999 99.0 99.0  1.76 16.67  8.92 288 9999.0 999.0  13.3 999.0 99.0 99.00
2010 01 05 13 40 999 99.0 99.0  1.71 15.38  8.67 283 9999.0 999.0  13.2 999.0 99.0 99.00
2010 01 05 14 10 999 99.0 99.0  1.63 15.38  8.40 283 9999.0 999.0  13.3 999.0 99.0 99.00
2010 01 05 15 10 999 99.0 99.0  1.65 15.38  8.62 295 9999.0 999.0  13.3 999.0 99.0 99.00
