NOAA/NOS/CO-OPS
Disclaimer: These data are based upon the latest information available as of the date of your request, and may differ from the published tide tables.
Annual Tide Predictions
StationName: BUDD INLET, SOUTH OF GULL HARBOR 
State: WA 
Stationid: 9446807
Prediction Type: Harmonic
From: 20210101 01:21 - 20211231 22:30
Units: Feet and Centimeters
Time Zone: GMT
Datum: MTL
Interval Type: High/Low

Date 		Day	Time	Pred(Ft)	Pred(cm)	High/Low
2021/05/15	Sat	04:14	5.84		178			H
2021/05/15	Sat	09:55	-0.41		-12			L
2021/05/15	Sat	14:22	3.94		120			H
2021/05/15	Sat	21:50	-9.12		-278			L
2021/05/16	Sun	04:57	5.76		176			H
2021/05/16	Sun	10:40	-0.19		-6			L
2021/05/16	Sun	14:57	3.60		110			H
2021/05/16	Sun	22:28	-8.81		-269			L
2021/05/17	Mon	05:43	5.58		170			H
2021/05/17	Mon	11:31	-0.14		-4			L
2021/05/17	Mon	15:41	3.16		96			H
2021/05/17	Mon	23:12	-8.33		-254			L
2021/05/18	Tue	06:32	5.40		165			H
2021/05/18	Tue	12:30	-0.34		-10			L
2021/05/18	Tue	16:39	2.63		80			H
2021/05/19	Wed	00:03	-7.71		-235			L
2021/05/19	Wed	07:23	5.32		162			H
2021/05/19	Wed	13:35	-0.94		-29			L
2021/05/19	Wed	17:59	2.15		66			H
2021/05/20	Thu	01:02	-7.03		-214			L
2021/05/20	Thu	08:14	5.41		165			H
2021/05/20	Thu	14:38	-2.01		-61			L
2021/05/20	Thu	19:33	2.04		62			H
2021/05/21	Fri	02:06	-6.33		-193			L
2021/05/21	Fri	09:01	5.67		173			H
2021/05/21	Fri	15:35	-3.53		-108			L
2021/05/21	Fri	20:57	2.48		76			H
2021/05/22	Sat	03:11	-5.62		-171			L
2021/05/22	Sat	09:43	6.04		184			H
2021/05/22	Sat	16:26	-5.35		-163			L
