"Study_ID","Study_Name","Location_ID","Study_Specific_Location_ID","Location_Name","Instrument_ID","Field_Collection_Type","Field_Collector","Time_Zone","Field_Collection_Start_Date_Time","Field_Collection_End_Date_Time","Field_Collection_Comment","Field_Collection_Reference_Point","Field_Collection_Upper_Depth","Field_Collection_Lower_Depth","Field_Collection_Depth_Units","Matrix","Source","Reslt_Parameter_Name","Result_Value","Result_Unit","Result_Data_Qualifier","Result_Comment","Derivation_Method","Derivation_Method_Description","Result_Data_Review_Status","Base_Parameter_Name","Base_Result_Method","Base_Result_Method_Description","Time_Basis","Statistical_Basis","Partial_Metric_Flag","Auto_Calculated_Flag","Sample_Size","Expected_Data_Percent","Data_Qualified_Flag","Calculated_Latitude_Decimal_Degrees_NAD83HARN","Calculated_Longitude_Decimal_Degrees_NAD83HARN","Calculated_Land_Surface_Elevation_NAVD88_FT","Record_Created_On","Calculated_Result_System_ID"
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",9/10/2007 11:39:03 PM,9/10/2007 11:39:03 PM,"","Water Surface",1,12.5,"m","Water","Salt/Marine Water","Temperature, water (profile maximum)","20.5167","deg C","","","DeploymentMaximum","Calculated maximum value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Maximum","","Y",24,,"N",47.0920388567478,-122.918214865058,,7/8/2019 11:39:25 PM,1081937817
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",9/10/2007 11:39:03 PM,9/10/2007 11:39:42 PM,"","Water Surface",1,12.5,"m","Water","Salt/Marine Water","Temperature, water (profile median)","14.7496","deg C","","","DeploymentMedian","Calculated median value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Median","","Y",24,,"N",47.0920388567478,-122.918214865058,,7/8/2019 11:39:25 PM,1081869751
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",5/8/2007 4:56:02 PM,5/8/2007 4:56:02 PM,"","Water Surface",0.5,13.5,"m","Water","Salt/Marine Water","Temperature, water (profile maximum)","13.4854","deg C","","","DeploymentMaximum","Calculated maximum value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Maximum","","Y",26,,"N",47.0920388567478,-122.918214865058,,7/8/2019 11:39:25 PM,1081932250
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",5/8/2007 4:56:02 PM,5/8/2007 4:56:43 PM,"","Water Surface",0.5,13.5,"m","Water","Salt/Marine Water","Temperature, water (profile median)","10.508","deg C","","","DeploymentMedian","Calculated median value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Median","","Y",26,,"N",47.0920388567478,-122.918214865058,,7/8/2019 11:39:25 PM,1081907373
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",6/7/2004 10:10:05 PM,6/7/2004 10:10:05 PM,"","Water Surface",1.5,10,"m","Water","Salt/Marine Water","Temperature, water (profile maximum)","13.3859","deg C","","","DeploymentMaximum","Calculated maximum value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Maximum","","Y",18,,"N",47.0920388567478,-122.918214865058,,7/8/2019 11:39:25 PM,1081945734
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",6/7/2004 10:10:05 PM,6/7/2004 10:10:33 PM,"","Water Surface",1.5,10,"m","Water","Salt/Marine Water","Temperature, water (profile median)","12.5925","deg C","","","DeploymentMedian","Calculated median value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Median","","Y",18,,"N",47.0920388567478,-122.918214865058,,7/8/2019 11:39:25 PM,1081906834
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",10/21/2004 9:36:05 PM,10/21/2004 9:36:05 PM,"","Water Surface",1.5,14,"m","Water","Salt/Marine Water","Temperature, water (profile maximum)","14.0433","deg C","","","DeploymentMaximum","Calculated maximum value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Maximum","","Y",26,,"N",47.0920388567478,-122.918214865058,,7/8/2019 11:39:25 PM,1081980905
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",10/21/2004 9:36:05 PM,10/21/2004 9:36:47 PM,"","Water Surface",1.5,14,"m","Water","Salt/Marine Water","Temperature, water (profile median)","13.6634","deg C","","","DeploymentMedian","Calculated median value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Median","","Y",26,,"N",47.0920388567478,-122.918214865058,,7/8/2019 11:39:25 PM,1081906968
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",6/26/2003 12:00:05 AM,6/26/2003 12:00:05 AM,"","Water Surface",1.5,13.5,"m","Water","Salt/Marine Water","Temperature, water (profile maximum)","16.7395","deg C","","","DeploymentMaximum","Calculated maximum value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Maximum","","Y",24,,"N",47.0920388567478,-122.918214865058,,7/8/2019 11:39:25 PM,1081965670
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",6/26/2003 12:00:05 AM,6/26/2003 12:00:43 AM,"","Water Surface",1.5,13.5,"m","Water","Salt/Marine Water","Temperature, water (profile median)","13.7801","deg C","","","DeploymentMedian","Calculated median value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Median","","Y",24,,"N",47.0920388567478,-122.918214865058,,7/8/2019 11:39:25 PM,1081907025
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",1/27/2004 9:35:40 PM,1/27/2004 9:35:40 PM,"","Water Surface",1.5,12,"m","Water","Salt/Marine Water","Temperature, water (profile maximum)","8.3754","deg C","","","DeploymentMaximum","Calculated maximum value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Maximum","","Y",22,,"N",47.0920388567478,-122.918214865058,,7/8/2019 11:39:25 PM,1081975388
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",1/27/2004 9:35:05 PM,1/27/2004 9:35:40 PM,"","Water Surface",1.5,12,"m","Water","Salt/Marine Water","Temperature, water (profile median)","8.228","deg C","","","DeploymentMedian","Calculated median value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Median","","Y",22,,"N",47.0920388567478,-122.918214865058,,7/8/2019 11:39:25 PM,1081907036
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",2/23/2004 10:15:03 PM,2/23/2004 10:15:03 PM,"","Water Surface",1,10.5,"m","Water","Salt/Marine Water","Temperature, water (profile maximum)","8.8169","deg C","","","DeploymentMaximum","Calculated maximum value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Maximum","","Y",19,,"N",47.0920388567478,-122.918214865058,,7/8/2019 11:39:25 PM,1081975864
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",2/23/2004 10:15:03 PM,2/23/2004 10:15:33 PM,"","Water Surface",1,10.5,"m","Water","Salt/Marine Water","Temperature, water (profile median)","8.3925","deg C","","","DeploymentMedian","Calculated median value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Median","","Y",19,,"N",47.0920388567478,-122.918214865058,,7/8/2019 11:39:25 PM,1081919893
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",9/14/2004 4:32:05 AM,9/14/2004 4:32:05 AM,"","Water Surface",1.5,11.5,"m","Water","Salt/Marine Water","Temperature, water (profile maximum)","15.2885","deg C","","","DeploymentMaximum","Calculated maximum value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Maximum","","Y",21,,"N",47.0920388567478,-122.918214865058,,7/8/2019 11:39:25 PM,1081983539
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",9/14/2004 4:32:05 AM,9/14/2004 4:32:38 AM,"","Water Surface",1.5,11.5,"m","Water","Salt/Marine Water","Temperature, water (profile median)","15.1114","deg C","","","DeploymentMedian","Calculated median value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Median","","Y",21,,"N",47.0920388567478,-122.918214865058,,7/8/2019 11:39:25 PM,1081868944
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",5/6/2003 11:07:05 PM,5/6/2003 11:07:05 PM,"","Water Surface",1.5,9,"m","Water","Salt/Marine Water","Temperature, water (profile maximum)","13.215","deg C","","","DeploymentMaximum","Calculated maximum value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Maximum","","Y",16,,"N",47.0920388567478,-122.918214865058,,7/8/2019 11:39:25 PM,1081944749
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",5/6/2003 11:07:05 PM,5/6/2003 11:07:30 PM,"","Water Surface",1.5,9,"m","Water","Salt/Marine Water","Temperature, water (profile median)","10.9016","deg C","","","DeploymentMedian","Calculated median value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Median","","Y",16,,"N",47.0920388567478,-122.918214865058,,7/8/2019 11:39:25 PM,1081869089
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",12/18/2003 9:06:43 PM,12/18/2003 9:06:43 PM,"","Water Surface",1.5,13.5,"m","Water","Salt/Marine Water","Temperature, water (profile maximum)","9.9816","deg C","","","DeploymentMaximum","Calculated maximum value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Maximum","","Y",24,,"N",47.0920388567478,-122.918214865058,,7/8/2019 11:39:25 PM,1081940956
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",12/18/2003 9:06:05 PM,12/18/2003 9:06:43 PM,"","Water Surface",1.5,13.5,"m","Water","Salt/Marine Water","Temperature, water (profile median)","9.61915","deg C","","","DeploymentMedian","Calculated median value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Median","","Y",24,,"N",47.0920388567478,-122.918214865058,,7/8/2019 11:39:25 PM,1081869096
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",2/25/2003 9:14:40 PM,2/25/2003 9:14:40 PM,"","Water Surface",1,12.5,"m","Water","Salt/Marine Water","Temperature, water (profile maximum)","8.7453","deg C","","","DeploymentMaximum","Calculated maximum value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Maximum","","Y",23,,"N",47.0920388567478,-122.918214865058,,7/8/2019 11:39:25 PM,1081931996
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",2/25/2003 9:14:03 PM,2/25/2003 9:14:40 PM,"","Water Surface",1,12.5,"m","Water","Salt/Marine Water","Temperature, water (profile median)","8.5035","deg C","","","DeploymentMedian","Calculated median value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Median","","Y",23,,"N",47.0920388567478,-122.918214865058,,7/8/2019 11:39:25 PM,1081907271
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",5/18/2004 9:44:05 PM,5/18/2004 9:44:05 PM,"","Water Surface",1.5,11,"m","Water","Salt/Marine Water","Temperature, water (profile maximum)","15.0997","deg C","","","DeploymentMaximum","Calculated maximum value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Maximum","","Y",20,,"N",47.0920388567478,-122.918214865058,,7/8/2019 11:39:25 PM,1081954464
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",5/18/2004 9:44:05 PM,5/18/2004 9:44:37 PM,"","Water Surface",1.5,11,"m","Water","Salt/Marine Water","Temperature, water (profile median)","11.6073","deg C","","","DeploymentMedian","Calculated median value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Median","","Y",20,,"N",47.0920388567478,-122.918214865058,,7/8/2019 11:39:25 PM,1081906248
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",12/5/2002 9:20:15 PM,12/5/2002 9:20:15 PM,"","Water Surface",1,12.5,"m","Water","Salt/Marine Water","Temperature, water (profile maximum)","10.5276","deg C","","","DeploymentMaximum","Calculated maximum value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Maximum","","Y",23,,"N",47.0920388567478,-122.918214865058,,7/8/2019 11:39:25 PM,1081960966
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",12/5/2002 9:20:03 PM,12/5/2002 9:20:40 PM,"","Water Surface",1,12.5,"m","Water","Salt/Marine Water","Temperature, water (profile median)","10.5041","deg C","","","DeploymentMedian","Calculated median value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Median","","Y",23,,"N",47.0920388567478,-122.918214865058,,7/8/2019 11:39:25 PM,1081904422
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",5/22/2002 8:51:03 PM,5/22/2002 8:51:03 PM,"","Water Surface",1,13,"m","Water","Salt/Marine Water","Temperature, water (profile maximum)","11.9132","deg C","","","DeploymentMaximum","Calculated maximum value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Maximum","","Y",25,,"N",47.0920388567478,-122.918214865058,,7/8/2019 11:39:25 PM,1081965600
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",5/22/2002 8:51:03 PM,5/22/2002 8:51:43 PM,"","Water Surface",1,13,"m","Water","Salt/Marine Water","Temperature, water (profile median)","10.391","deg C","","","DeploymentMedian","Calculated median value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Median","","Y",25,,"N",47.0920388567478,-122.918214865058,,7/8/2019 11:39:25 PM,1081904480
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",1/2/2002 8:42:00 PM,1/2/2002 8:42:00 PM,"","Water Surface",1,18.5,"m","Water","Salt/Marine Water","Temperature, water (profile maximum)","9.2839","deg C","","","DeploymentMaximum","Calculated maximum value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Maximum","","Y",35,,"N",47.0920388567478,-122.918214865058,,7/8/2019 11:39:25 PM,1081950664
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",1/2/2002 8:41:03 PM,1/2/2002 8:42:00 PM,"","Water Surface",1,18.5,"m","Water","Salt/Marine Water","Temperature, water (profile median)","9.2388","deg C","","","DeploymentMedian","Calculated median value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Median","","Y",35,,"N",47.0920388567478,-122.918214865058,,7/8/2019 11:39:25 PM,1081904485
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",2/25/2002 10:32:45 PM,2/25/2002 10:32:45 PM,"","Water Surface",1,14,"m","Water","Salt/Marine Water","Temperature, water (profile maximum)","8.4404","deg C","","","DeploymentMaximum","Calculated maximum value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Maximum","","Y",27,,"N",47.0920388567478,-122.918214865058,,7/8/2019 11:39:25 PM,1081962048
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",2/25/2002 10:32:03 PM,2/25/2002 10:32:47 PM,"","Water Surface",1,14,"m","Water","Salt/Marine Water","Temperature, water (profile median)","8.3944","deg C","","","DeploymentMedian","Calculated median value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Median","","Y",27,,"N",47.0920388567478,-122.918214865058,,7/8/2019 11:39:25 PM,1081914674
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",4/4/2002 10:20:03 PM,4/4/2002 10:20:03 PM,"","Water Surface",1,10,"m","Water","Salt/Marine Water","Temperature, water (profile maximum)","10.5","deg C","","","DeploymentMaximum","Calculated maximum value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Maximum","","Y",18,,"N",47.0920388567478,-122.918214865058,,7/8/2019 11:39:25 PM,1081975850
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",4/4/2002 10:20:03 PM,4/4/2002 10:20:32 PM,"","Water Surface",1,10,"m","Water","Salt/Marine Water","Temperature, water (profile median)","8.57195","deg C","","","DeploymentMedian","Calculated median value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Median","","Y",18,,"N",47.0920388567478,-122.918214865058,,7/8/2019 11:39:25 PM,1081914963
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",7/15/2002 11:16:03 PM,7/15/2002 11:16:03 PM,"","Water Surface",1,10,"m","Water","Salt/Marine Water","Temperature, water (profile maximum)","17.7926","deg C","","","DeploymentMaximum","Calculated maximum value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Maximum","","Y",19,,"N",47.0920388567478,-122.918214865058,,7/8/2019 11:39:25 PM,1081921489
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",7/15/2002 11:16:03 PM,7/15/2002 11:16:33 PM,"","Water Surface",1,10,"m","Water","Salt/Marine Water","Temperature, water (profile median)","13.8261","deg C","","","DeploymentMedian","Calculated median value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Median","","Y",19,,"N",47.0920388567478,-122.918214865058,,7/8/2019 11:39:25 PM,1081865685
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",8/26/2002 9:54:03 PM,8/26/2002 9:54:03 PM,"","Water Surface",1,16.5,"m","Water","Salt/Marine Water","Temperature, water (profile maximum)","18.6936","deg C","","","DeploymentMaximum","Calculated maximum value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Maximum","","Y",32,,"N",47.0920388567478,-122.918214865058,,7/8/2019 11:39:25 PM,1081957063
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",8/26/2002 9:54:03 PM,8/26/2002 9:54:55 PM,"","Water Surface",1,16.5,"m","Water","Salt/Marine Water","Temperature, water (profile median)","14.5195","deg C","","","DeploymentMedian","Calculated median value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Median","","Y",32,,"N",47.0920388567478,-122.918214865058,,7/8/2019 11:39:25 PM,1081865737
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",9/23/2002 10:08:03 PM,9/23/2002 10:08:03 PM,"","Water Surface",1,11.5,"m","Water","Salt/Marine Water","Temperature, water (profile maximum)","17.323","deg C","","","DeploymentMaximum","Calculated maximum value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Maximum","","Y",22,,"N",47.0920388567478,-122.918214865058,,7/8/2019 11:39:25 PM,1081970188
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",9/23/2002 10:08:03 PM,9/23/2002 10:08:38 PM,"","Water Surface",1,11.5,"m","Water","Salt/Marine Water","Temperature, water (profile median)","14.363","deg C","","","DeploymentMedian","Calculated median value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Median","","Y",22,,"N",47.0920388567478,-122.918214865058,,7/8/2019 11:39:25 PM,1081865896
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",11/13/2002 9:20:43 PM,11/13/2002 9:20:43 PM,"","Water Surface",1,13.5,"m","Water","Salt/Marine Water","Temperature, water (profile maximum)","11.404","deg C","","","DeploymentMaximum","Calculated maximum value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Maximum","","Y",26,,"N",47.0920388567478,-122.918214865058,,7/8/2019 11:39:25 PM,1081932541
