"Study_ID","Study_Name","Location_ID","Study_Specific_Location_ID","Location_Name","Instrument_ID","Field_Collection_Type","Field_Collector","Time_Zone","Field_Collection_Date","Field_Collection_Time","Field_Collection_Date_Time","Field_Collection_Comment","Matrix","Source","Depth_Value","Depth_Value_Units","Result_Parameter_Name","Result_Value","Result_Value_Units","Result_Data_Qualifier","Result_Method","Result_Method_Description","Result_Comment","Result_Data_Review_Status","Calculated_Latitude_Decimal_Degrees_NAD83HARN","Calculated_Longitude_Decimal_Degrees_NAD83HARN","Calculated_Land_Surface_Elevation_NAVD88_FT","Record_Created_On","Continuous_Result_System_ID"
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 19","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","11/15/2000",21:14:42,11/15/2000 9:14:42 PM,"","Water","Salt/Marine Water",12.5,"m","Temperature, water","9.26809978485107","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",48.0833355941599,-122.763315078905,,6/1/2025 8:00:40 PM,235993900
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","DIS001","DIS001","DIS001","SBE 19","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","12/12/2000",20:50:47,12/12/2000 8:50:47 PM,"","Water","Salt/Marine Water",32,"m","Temperature, water","7.92770004272461","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",48.0181555814919,-122.84796507615,,6/1/2025 8:00:40 PM,235995481
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","DIS001","DIS001","DIS001","SBE 19","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","12/12/2000",20:51:13,12/12/2000 8:51:13 PM,"","Water","Salt/Marine Water",40,"m","Temperature, water","8.29059982299805","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",48.0181555814919,-122.84796507615,,6/1/2025 8:00:40 PM,235995497
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","04/17/2006",18:48:38,4/17/2006 6:48:38 PM,"","Water","Salt/Marine Water",11.5,"m","Temperature, water","8.84889984130859","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",48.0833355941599,-122.763315078905,,6/3/2025 8:01:03 PM,236958793
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","05/15/2006",18:05:40,5/15/2006 6:05:40 PM,"","Water","Salt/Marine Water",12,"m","Temperature, water","9.99250030517578","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",48.0833355941599,-122.763315078905,,6/3/2025 8:01:03 PM,236962893
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","07/10/2018",19:53:09.9366667,7/10/2018 7:53:09 PM,"","Water","Salt/Marine Water",3.5,"m","Temperature, water","14.2275","deg C","","TEMP-THERMISTOR","Temperature by thermistor","","Final",47.0920388567478,-122.918214865058,,6/14/2025 8:01:15 PM,239039528
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","09/07/2018",22:29:39.2100000,9/7/2018 10:29:39 PM,"","Water","Salt/Marine Water",7,"m","Temperature, water","15.1821","deg C","","TEMP-THERMISTOR","Temperature by thermistor","","Final",47.0920388567478,-122.918214865058,,6/14/2025 8:01:15 PM,239168373
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","11/14/2019",21:50:44.0866667,11/14/2019 9:50:44 PM,"","Water","Salt/Marine Water",6.5,"m","Temperature, water","9.7396","deg C","","TEMP-THERMISTOR","Temperature by thermistor","","Final",48.0833355941599,-122.763315078905,,6/15/2025 8:01:12 PM,240006488
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","08/10/2021",19:40:35.0766667,8/10/2021 7:40:35 PM,"","Water","Salt/Marine Water",12,"m","Temperature, water","11.882","deg C","","TEMP-THERMISTOR","Temperature by thermistor","","Final",48.0833355941599,-122.763315078905,,6/26/2025 8:01:07 PM,240757354
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","10/07/2021",17:22:22,10/7/2021 5:22:22 PM,"","Water","Salt/Marine Water",1.5,"m","Temperature, water","11.1291","deg C","","TEMP-THERMISTOR","Temperature by thermistor","","Final",48.0833355941599,-122.763315078905,,6/26/2025 8:01:07 PM,240866299
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","05/13/2022",20:44:22.3500000,5/13/2022 8:44:22 PM,"","Water","Salt/Marine Water",9.5,"m","Temperature, water","9.8221","deg C","","TEMP-THERMISTOR","Temperature by thermistor","","Final",47.0920388567478,-122.918214865058,,7/1/2025 8:02:47 PM,241256405
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","09/12/2022",15:30:17.1133333,9/12/2022 3:30:17 PM,"","Water","Salt/Marine Water",17.5,"m","Temperature, water","15.1877","deg C","","TEMP-THERMISTOR","Temperature by thermistor","","Final",47.0920388567478,-122.918214865058,,7/1/2025 8:02:47 PM,241422430
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","10/04/2022",20:46:47.8000000,10/4/2022 8:46:47 PM,"","Water","Salt/Marine Water",14,"m","Temperature, water","11.0671","deg C","","TEMP-THERMISTOR","Temperature by thermistor","","Final",48.0833355941599,-122.763315078905,,7/1/2025 8:02:47 PM,241993063
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","06/11/2024",17:38:39.5333333,6/11/2024 5:38:39 PM,"","Water","Salt/Marine Water",10,"m","Temperature, water","10.3587","deg C","","TEMP-THERMISTOR","Temperature by thermistor","","Final",48.0833355941599,-122.763315078905,,7/1/2025 8:02:47 PM,242151960
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","01/18/2024",17:00:16.5200000,1/18/2024 5:00:16 PM,"","Water","Salt/Marine Water",1.5,"m","Temperature, water","7.8223","deg C","","TEMP-THERMISTOR","Temperature by thermistor","","Final",47.0920388567478,-122.918214865058,,7/1/2025 8:02:47 PM,242194383
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","02/08/2024",16:55:21.0766667,2/8/2024 4:55:21 PM,"","Water","Salt/Marine Water",10.5,"m","Temperature, water","9.1994","deg C","","TEMP-THERMISTOR","Temperature by thermistor","","Final",47.0920388567478,-122.918214865058,,7/1/2025 8:02:47 PM,242236873
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","08/01/2023",21:46:33.6900000,8/1/2023 9:46:33 PM,"","Water","Salt/Marine Water",2,"m","Temperature, water","17.7585","deg C","","TEMP-THERMISTOR","Temperature by thermistor","","Final",47.0920388567478,-122.918214865058,,7/1/2025 8:02:47 PM,242438484
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","01/25/2016",18:38:46.1566667,1/25/2016 6:38:46 PM,"","Water","Salt/Marine Water",25.5,"m","Temperature, water","8.7585","deg C","","TEMP-THERMISTOR","Temperature by thermistor","","Final",48.0833355941599,-122.763315078905,,8/29/2025 8:01:08 PM,246867729
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","08/13/2019",20:50:06.4866667,8/13/2019 8:50:06 PM,"","Water","Salt/Marine Water",10.5,"m","Temperature, water","12.1647","deg C","","TEMP-THERMISTOR","Temperature by thermistor","","Final",48.0833355941599,-122.763315078905,,6/15/2025 8:01:12 PM,239804041
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","09/09/2019",22:35:11.8633333,9/9/2019 10:35:11 PM,"","Water","Salt/Marine Water",6,"m","Temperature, water","15.8729","deg C","","TEMP-THERMISTOR","Temperature by thermistor","","Final",47.0920388567478,-122.918214865058,,6/15/2025 8:01:12 PM,239892619
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","10/07/2019",22:38:48.3100000,10/7/2019 10:38:48 PM,"","Water","Salt/Marine Water",2.5,"m","Temperature, water","14.3216","deg C","","TEMP-THERMISTOR","Temperature by thermistor","","Final",47.0920388567478,-122.918214865058,,6/15/2025 8:01:12 PM,239905322
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","03/09/2020",21:07:30.1966667,3/9/2020 9:07:30 PM,"","Water","Salt/Marine Water",2,"m","Temperature, water","8.5798","deg C","","TEMP-THERMISTOR","Temperature by thermistor","","Final",47.0920388567478,-122.918214865058,,6/25/2025 8:00:35 PM,240176562
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","06/06/2023",17:39:44.4300000,6/6/2023 5:39:44 PM,"","Water","Salt/Marine Water",10,"m","Temperature, water","12.5624","deg C","","TEMP-THERMISTOR","Temperature by thermistor","","Final",47.0920388567478,-122.918214865058,,7/1/2025 8:02:47 PM,241746841
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","09/12/2023",20:42:47,9/12/2023 8:42:47 PM,"","Water","Salt/Marine Water",4.5,"m","Temperature, water","12.2043","deg C","","TEMP-THERMISTOR","Temperature by thermistor","","Final",48.0833355941599,-122.763315078905,,7/1/2025 8:02:47 PM,241921626
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","02/08/2024",16:55:40.8733333,2/8/2024 4:55:40 PM,"","Water","Salt/Marine Water",18,"m","Temperature, water","9.2035","deg C","","TEMP-THERMISTOR","Temperature by thermistor","","Final",47.0920388567478,-122.918214865058,,7/1/2025 8:02:47 PM,242235582
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","02/08/2024",16:55:28.9933333,2/8/2024 4:55:28 PM,"","Water","Salt/Marine Water",13.5,"m","Temperature, water","9.2005","deg C","","TEMP-THERMISTOR","Temperature by thermistor","","Final",47.0920388567478,-122.918214865058,,7/1/2025 8:02:47 PM,242235573
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","07/23/2024",18:44:09.4000000,7/23/2024 6:44:09 PM,"","Water","Salt/Marine Water",14,"m","Temperature, water","11.4358","deg C","","TEMP-THERMISTOR","Temperature by thermistor","","Final",48.0833355941599,-122.763315078905,,7/1/2025 8:02:47 PM,242316305
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 19","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","06/12/2001",22:47:03,6/12/2001 10:47:03 PM,"","Water","Salt/Marine Water",1,"m","Temperature, water","12.6485004425049","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",47.0920388567478,-122.918214865058,,6/4/2019 8:01:32 PM,143074075
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","07/06/2016",17:02:34.4133333,7/6/2016 5:02:34 PM,"","Water","Salt/Marine Water",12.5,"m","Temperature, water","11.6293","deg C","","TEMP-THERMISTOR","Temperature by thermistor","","Final",48.0833355941599,-122.763315078905,,8/29/2025 8:01:08 PM,247162943
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","12/07/2016",17:01:10.7900000,12/7/2016 5:01:10 PM,"","Water","Salt/Marine Water",2.5,"m","Temperature, water","8.7662","deg C","","TEMP-THERMISTOR","Temperature by thermistor","","Final",47.0920388567478,-122.918214865058,,8/29/2025 8:01:08 PM,247509138
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","07/06/2016",17:02:51.5500000,7/6/2016 5:02:51 PM,"","Water","Salt/Marine Water",17.5,"m","Temperature, water","11.4671","deg C","","TEMP-THERMISTOR","Temperature by thermistor","","Final",48.0833355941599,-122.763315078905,,8/29/2025 8:01:08 PM,247162953
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","04/08/2013",17:37:03,4/8/2013 5:37:03 PM,"","Water","Salt/Marine Water",1,"m","Temperature, water","8.64640045166016","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",48.0833355941599,-122.763315078905,,9/17/2025 8:01:22 PM,254080467
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","10/10/2016",18:01:26.1966667,10/10/2016 6:01:26 PM,"","Water","Salt/Marine Water",14.5,"m","Temperature, water","14.1571","deg C","","TEMP-THERMISTOR","Temperature by thermistor","","Final",47.0920388567478,-122.918214865058,,8/29/2025 8:01:08 PM,247317234
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","12/11/2013",20:08:40,12/11/2013 8:08:40 PM,"","Water","Salt/Marine Water",12,"m","Temperature, water","7.55039978027344","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",48.0833355941599,-122.763315078905,,9/17/2025 8:01:22 PM,254114296
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","11/22/2013",17:43:13,11/22/2013 5:43:13 PM,"","Water","Salt/Marine Water",4,"m","Temperature, water","8.98349952697754","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",48.0833355941599,-122.763315078905,,9/17/2025 8:01:22 PM,254112113
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","10/29/2013",16:58:02,10/29/2013 4:58:02 PM,"","Water","Salt/Marine Water",18.5,"m","Temperature, water","9.88889980316162","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",48.0833355941599,-122.763315078905,,9/17/2025 8:01:22 PM,254108520
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","02/22/2016",19:12:54.8133333,2/22/2016 7:12:54 PM,"","Water","Salt/Marine Water",22.5,"m","Temperature, water","8.8584","deg C","","TEMP-THERMISTOR","Temperature by thermistor","","Final",48.0833355941599,-122.763315078905,,8/29/2025 8:01:08 PM,246929190
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","01/10/2011",18:30:17,1/10/2011 6:30:17 PM,"","Water","Salt/Marine Water",5,"m","Temperature, water","7.9320","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",47.0920388567478,-122.918214865058,,10/7/2025 8:35:50 PM,257165712
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","03/03/2011",17:39:23,3/3/2011 5:39:23 PM,"","Water","Salt/Marine Water",7,"m","Temperature, water","7.2525","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",47.0920388567478,-122.918214865058,,10/7/2025 8:35:50 PM,257172653
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","10/19/2011",18:05:22,10/19/2011 6:05:22 PM,"","Water","Salt/Marine Water",6.5,"m","Temperature, water","10.3863","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",48.0833355941599,-122.763315078905,,10/7/2025 8:35:50 PM,257205686
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","10/19/2011",18:05:57,10/19/2011 6:05:57 PM,"","Water","Salt/Marine Water",17,"m","Temperature, water","10.1317","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",48.0833355941599,-122.763315078905,,10/7/2025 8:35:50 PM,257205707
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","12/08/2011",23:05:27,12/8/2011 11:05:27 PM,"","Water","Salt/Marine Water",8,"m","Temperature, water","9.6301","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",47.0920388567478,-122.918214865058,,10/7/2025 8:35:50 PM,257214223
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","01/07/2008",17:48:13,1/7/2008 5:48:13 PM,"","Water","Salt/Marine Water",4,"m","Temperature, water","7.18819999694824","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",48.0833355941599,-122.763315078905,,5/30/2025 8:10:29 PM,234822594
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","08/19/2008",16:28:32,8/19/2008 4:28:32 PM,"","Water","Salt/Marine Water",9.5,"m","Temperature, water","14.1364002227783","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",47.0920388567478,-122.918214865058,,5/30/2025 8:10:29 PM,234849559
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","10/12/2005",21:10:47,10/12/2005 9:10:47 PM,"","Water","Salt/Marine Water",14,"m","Temperature, water","13.8538999557495","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",47.0920388567478,-122.918214865058,,5/21/2019 8:01:35 PM,138519713
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","06/05/2007",17:01:38,6/5/2007 5:01:38 PM,"","Water","Salt/Marine Water",11.5,"m","Temperature, water","12.0187997817993","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",47.0920388567478,-122.918214865058,,5/22/2019 8:02:21 PM,139681748
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","11/13/2007",17:46:50,11/13/2007 5:46:50 PM,"","Water","Salt/Marine Water",15,"m","Temperature, water","9.09949970245361","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",48.0833355941599,-122.763315078905,,5/22/2019 8:02:21 PM,139701383
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","11/13/2007",17:47:08,11/13/2007 5:47:08 PM,"","Water","Salt/Marine Water",20.5,"m","Temperature, water","9.144700050354","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",48.0833355941599,-122.763315078905,,5/22/2019 8:02:21 PM,139701394
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","10/29/2013",16:58:00,10/29/2013 4:58:00 PM,"","Water","Salt/Marine Water",18,"m","Temperature, water","9.89729976654053","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",48.0833355941599,-122.763315078905,,9/17/2025 8:01:22 PM,254108519
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","02/04/2008",19:13:20,2/4/2008 7:13:20 PM,"","Water","Salt/Marine Water",6,"m","Temperature, water","6.90640020370483","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",48.0833355941599,-122.763315078905,,5/30/2025 8:10:29 PM,234825552
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","10/27/2008",17:25:00,10/27/2008 5:25:00 PM,"","Water","Salt/Marine Water",18,"m","Temperature, water","9.74549961090088","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",48.0833355941599,-122.763315078905,,5/30/2025 8:10:29 PM,234856364
