RecordIDNumber,RecDateTime,AirTemp_C_Avg,AirTemp_C_Min,AirTemp_C_TMn,AirTemp_C_Max,AirTemp_C_TMx,RH_Avg,Barometer_kPa,BatVolt_V,BatVolt_V_Min,ETo,RainYearly_mm,SnowYearly_mm,Solar_Avg,WindSpeed_ms_Avg,WindSpeed_ms_Max,WindSpeed_ms_TMx,WindSpeed_ms_WVc1,WindSpeed_ms_WVc2
-1,2018-08-08 19:31:45,15.4,15.4,2018-08-08 19:31:45,15.4,2018-08-08 19:31:45,88,101.4,13.52,13.52,3.52,24536,0,0,54,3.9,3.9,2018-08-08 19:31:45,3.9,19
-1,2018-08-08 19:36:47,14.8,14.8,2018-08-08 19:36:47,14.8,2018-08-08 19:36:47,91,101.4,13.52,13.52,3.52,24536,0,0,45,5,5,2018-08-08 19:36:47,5,23
-1,2018-08-08 19:41:45,13.9,13.9,2018-08-08 19:41:45,13.9,2018-08-08 19:41:45,95,101.41,13.54,13.54,3.52,24536,0,0,31,5.4,5.4,2018-08-08 19:41:45,5.4,16
-1,2018-08-08 19:46:45,13.7,13.7,2018-08-08 19:46:45,13.7,2018-08-08 19:46:45,95,101.41,13.51,13.51,3.52,24536,0,0,22,4.9,4.9,2018-08-08 19:46:45,4.9,10
-1,2018-08-08 19:51:45,13.6,13.6,2018-08-08 19:51:45,13.6,2018-08-08 19:51:45,95,101.42,13.56,13.56,3.52,24536,0,0,15,3.3,3.3,2018-08-08 19:51:45,3.3,360
-1,2018-08-08 19:56:45,13.4,13.4,2018-08-08 19:56:45,13.4,2018-08-08 19:56:45,95,101.42,13.55,13.55,3.52,24536,0,0,8,4.3,4.3,2018-08-08 19:56:45,4.3,353
11063,2018-08-08 20:00:00,15.1,13.4,1904-01-01 00:00:00,16.6,1904-01-01 00:00:00,89,101.42,0,13.44,3.64,24536,0,0,59,3.51,5.5,2018-08-08 19:35:50,3.51,19
-1,2018-08-08 20:01:23,13.6,13.6,2018-08-08 20:01:23,13.6,2018-08-08 20:01:23,94,101.43,13.56,13.56,3.53,24536,0,0,6,2.8,2.8,2018-08-08 20:01:23,2.8,354
-1,2018-08-08 20:06:51,13.6,13.6,2018-08-08 20:06:51,13.6,2018-08-08 20:06:51,93,101.43,13.55,13.55,3.53,24536,0,0,5,3.2,3.2,2018-08-08 20:06:51,3.2,353
-1,2018-08-08 20:11:45,13.6,13.6,2018-08-08 20:11:45,13.6,2018-08-08 20:11:45,93,101.43,13.58,13.58,3.53,24536,0,0,4,3,3,2018-08-08 20:11:45,3,357
-1,2018-08-08 20:16:45,13.7,13.7,2018-08-08 20:16:45,13.7,2018-08-08 20:16:45,93,101.45,13.59,13.59,3.53,24536,0,0,1,1.5,1.5,2018-08-08 20:16:45,1.5,347
-1,2018-08-08 20:21:45,13.6,13.6,2018-08-08 20:21:45,13.6,2018-08-08 20:21:45,92,101.46,13.59,13.59,3.53,24536,0,0,0,1.7,1.7,2018-08-08 20:21:45,1.7,6
-1,2018-08-08 20:26:45,13.6,13.6,2018-08-08 20:26:45,13.6,2018-08-08 20:26:45,92,101.45,13.57,13.57,3.53,24536,0,0,0,2.9,2.9,2018-08-08 20:26:45,2.9,355
-1,2018-08-08 20:31:45,13.6,13.6,2018-08-08 20:31:45,13.6,2018-08-08 20:31:45,93,101.45,13.6,13.6,3.53,24536,0,0,0,2.1,2.1,2018-08-08 20:31:45,2.1,352
-1,2018-08-08 20:36:45,13.6,13.6,2018-08-08 20:36:45,13.6,2018-08-08 20:36:45,93,101.46,13.58,13.58,3.53,24536,0,0,0,1.3,1.3,2018-08-08 20:36:45,1.3,24
-1,2018-08-08 20:41:45,13.4,13.4,2018-08-08 20:41:45,13.4,2018-08-08 20:41:45,93,101.45,13.6,13.6,3.53,24536,0,0,0,2,2,2018-08-08 20:41:45,2,22
-1,2018-08-08 20:46:45,13.3,13.3,2018-08-08 20:46:45,13.3,2018-08-08 20:46:45,94,101.46,13.58,13.58,3.53,24536,0,0,0,1.9,1.9,2018-08-08 20:46:45,1.9,17
-1,2018-08-08 20:51:45,13.4,13.4,2018-08-08 20:51:45,13.4,2018-08-08 20:51:45,94,101.46,13.58,13.58,3.53,24536,0,0,0,1.4,1.4,2018-08-08 20:51:45,1.4,27
-1,2018-08-08 20:56:45,13.4,13.4,2018-08-08 20:56:45,13.4,2018-08-08 20:56:45,94,101.46,13.61,13.61,3.53,24536,0,0,0,2.8,2.8,2018-08-08 20:56:45,2.8,38
11064,2018-08-08 21:00:00,13.5,13.3,1904-01-01 00:00:00,13.8,1904-01-01 00:00:00,93,101.47,0,13.53,3.64,24536,0,0,1,2.39,4.5,2018-08-08 20:03:50,2.39,6
-1,2018-08-08 21:01:23,13.4,13.4,2018-08-08 21:01:23,13.4,2018-08-08 21:01:23,96,101.47,13.6,13.6,3.52,24536,0,0,1,3.1,3.1,2018-08-08 21:01:23,3.1,39
-1,2018-08-08 21:06:50,13.2,13.2,2018-08-08 21:06:50,13.2,2018-08-08 21:06:50,95,101.48,13.59,13.59,3.52,24536,0,0,0,2.6,2.6,2018-08-08 21:06:50,2.6,27
-1,2018-08-08 21:11:46,13.1,13.1,2018-08-08 21:11:46,13.1,2018-08-08 21:11:46,97,101.49,13.61,13.61,3.52,24536,0,0,0,4,4,2018-08-08 21:11:46,4,24
-1,2018-08-08 21:16:45,12.8,12.8,2018-08-08 21:16:45,12.8,2018-08-08 21:16:45,98,101.48,13.61,13.61,3.52,24536,0,0,0,2.4,2.4,2018-08-08 21:16:45,2.4,22
-1,2018-08-08 21:21:45,12.8,12.8,2018-08-08 21:21:45,12.8,2018-08-08 21:21:45,99,101.49,13.62,13.62,3.52,24536,0,0,0,2.9,2.9,2018-08-08 21:21:45,2.9,28
-1,2018-08-08 21:26:45,12.7,12.7,2018-08-08 21:26:45,12.7,2018-08-08 21:26:45,99,101.49,13.62,13.62,3.52,24536,0,0,0,4.1,4.1,2018-08-08 21:26:45,4.1,23
-1,2018-08-08 21:31:45,12.6,12.6,2018-08-08 21:31:45,12.6,2018-08-08 21:31:45,100,101.48,13.59,13.59,3.52,24536,0,0,0,3.1,3.1,2018-08-08 21:31:45,3.1,24
-1,2018-08-08 21:36:46,12.7,12.7,2018-08-08 21:36:46,12.7,2018-08-08 21:36:46,100,101.48,13.59,13.59,3.52,24536,0,0,0,3,3,2018-08-08 21:36:46,3,23
-1,2018-08-08 21:41:46,12.7,12.7,2018-08-08 21:41:46,12.7,2018-08-08 21:41:46,100,101.48,13.63,13.63,3.52,24536,0,0,0,3.3,3.3,2018-08-08 21:41:46,3.3,26
-1,2018-08-08 21:46:46,12.7,12.7,2018-08-08 21:46:46,12.7,2018-08-08 21:46:46,100,101.49,13.6,13.6,3.52,24536,0,0,0,3.6,3.6,2018-08-08 21:46:46,3.6,20
-1,2018-08-08 21:51:46,12.6,12.6,2018-08-08 21:51:46,12.6,2018-08-08 21:51:46,100,101.48,13.62,13.62,3.52,24536,0,0,0,4.1,4.1,2018-08-08 21:51:46,4.1,25
-1,2018-08-08 21:56:46,12.6,12.6,2018-08-08 21:56:46,12.6,2018-08-08 21:56:46,100,101.5,13.62,13.62,3.52,24536,0,0,0,2.8,2.8,2018-08-08 21:56:46,2.8,37
11065,2018-08-08 22:00:00,12.8,12.5,1904-01-01 00:00:00,13.5,1904-01-01 00:00:00,98,101.5,0,13.58,3.64,24536,0,0,0,3.13,4.7,2018-08-08 21:18:30,3.13,24
-1,2018-08-08 22:01:24,12.5,12.5,2018-08-08 22:01:24,12.5,2018-08-08 22:01:24,100,101.51,13.63,13.63,3.51,24536,0,0,0,4.2,4.2,2018-08-08 22:01:24,4.2,39
-1,2018-08-08 22:06:50,12.5,12.5,2018-08-08 22:06:50,12.5,2018-08-08 22:06:50,100,101.51,13.6,13.6,3.51,24536,0,0,0,2.9,2.9,2018-08-08 22:06:50,2.9,26
-1,2018-08-08 22:11:46,12.4,12.4,2018-08-08 22:11:46,12.4,2018-08-08 22:11:46,100,101.51,13.6,13.6,3.51,24536,0,0,0,3.1,3.1,2018-08-08 22:11:46,3.1,21
-1,2018-08-08 22:16:46,12.3,12.3,2018-08-08 22:16:46,12.3,2018-08-08 22:16:46,100,101.51,13.62,13.62,3.51,24536,0,0,0,3.3,3.3,2018-08-08 22:16:46,3.3,19
-1,2018-08-08 22:21:46,12.3,12.3,2018-08-08 22:21:46,12.3,2018-08-08 22:21:46,100,101.51,13.61,13.61,3.51,24536,0,0,0,2.7,2.7,2018-08-08 22:21:46,2.7,20
-1,2018-08-08 22:26:46,12.3,12.3,2018-08-08 22:26:46,12.3,2018-08-08 22:26:46,100,101.53,13.62,13.62,3.51,24536,0,0,0,3.4,3.4,2018-08-08 22:26:46,3.4,15
-1,2018-08-08 22:31:46,12.3,12.3,2018-08-08 22:31:46,12.3,2018-08-08 22:31:46,100,101.52,13.63,13.63,3.51,24536,0,0,1,3.8,3.8,2018-08-08 22:31:46,3.8,21
-1,2018-08-08 22:36:46,12.4,12.4,2018-08-08 22:36:46,12.4,2018-08-08 22:36:46,100,101.52,13.63,13.63,3.51,24536,0,0,0,2.9,2.9,2018-08-08 22:36:46,2.9,23
-1,2018-08-08 22:41:46,12.3,12.3,2018-08-08 22:41:46,12.3,2018-08-08 22:41:46,100,101.51,13.63,13.63,3.51,24536,0,0,0,3.6,3.6,2018-08-08 22:41:46,3.6,17
-1,2018-08-08 22:46:46,12.3,12.3,2018-08-08 22:46:46,12.3,2018-08-08 22:46:46,100,101.51,13.6,13.6,3.51,24536,0,0,0,3.5,3.5,2018-08-08 22:46:46,3.5,23
-1,2018-08-08 22:51:46,12.3,12.3,2018-08-08 22:51:46,12.3,2018-08-08 22:51:46,100,101.52,13.61,13.61,3.51,24536,0,0,0,3.2,3.2,2018-08-08 22:51:46,3.2,17
-1,2018-08-08 22:56:46,12.3,12.3,2018-08-08 22:56:46,12.3,2018-08-08 22:56:46,100,101.51,13.63,13.63,3.51,24536,0,0,0,3.7,3.7,2018-08-08 22:56:46,3.7,17
11066,2018-08-08 23:00:00,12.3,12.2,1904-01-01 00:00:00,12.6,1904-01-01 00:00:00,100,101.51,0,13.59,3.64,24536,0,0,0,3.07,4.3,2018-08-08 22:35:30,3.07,22
-1,2018-08-08 23:01:24,12.3,12.3,2018-08-08 23:01:24,12.3,2018-08-08 23:01:24,100,101.51,13.64,13.64,3.5,24536,0,0,0,3.6,3.6,2018-08-08 23:01:24,3.6,16
-1,2018-08-08 23:06:50,12.3,12.3,2018-08-08 23:06:50,12.3,2018-08-08 23:06:50,100,101.52,13.6,13.6,3.5,24536,0,0,0,2.3,2.3,2018-08-08 23:06:50,2.3,17
-1,2018-08-08 23:11:46,12.2,12.2,2018-08-08 23:11:46,12.2,2018-08-08 23:11:46,100,101.52,13.63,13.63,3.5,24536,0,0,0,2.9,2.9,2018-08-08 23:11:46,2.9,2
-1,2018-08-08 23:16:46,12.1,12.1,2018-08-08 23:16:46,12.1,2018-08-08 23:16:46,100,101.52,13.61,13.61,3.5,24536,0,0,0,2.2,2.2,2018-08-08 23:16:46,2.2,19
-1,2018-08-08 23:21:46,12.2,12.2,2018-08-08 23:21:46,12.2,2018-08-08 23:21:46,100,101.5,13.62,13.62,3.5,24536,0,0,0,2.7,2.7,2018-08-08 23:21:46,2.7,25
-1,2018-08-08 23:26:46,12.3,12.3,2018-08-08 23:26:46,12.3,2018-08-08 23:26:46,100,101.51,13.64,13.64,3.5,24536,0,0,0,2.4,2.4,2018-08-08 23:26:46,2.4,21
-1,2018-08-08 23:31:46,12.2,12.2,2018-08-08 23:31:46,12.2,2018-08-08 23:31:46,100,101.51,13.62,13.62,3.5,24536,0,0,0,2.1,2.1,2018-08-08 23:31:46,2.1,28
-1,2018-08-08 23:36:47,12.1,12.1,2018-08-08 23:36:47,12.1,2018-08-08 23:36:47,100,101.52,13.64,13.64,3.5,24536,0,0,0,1.8,1.8,2018-08-08 23:36:47,1.8,30
-1,2018-08-08 23:41:46,12,12,2018-08-08 23:41:46,12,2018-08-08 23:41:46,100,101.53,13.62,13.62,3.5,24536,0,0,0,2.1,2.1,2018-08-08 23:41:46,2.1,24
-1,2018-08-08 23:46:46,12,12,2018-08-08 23:46:46,12,2018-08-08 23:46:46,100,101.52,13.6,13.6,3.5,24536,0,0,0,2.2,2.2,2018-08-08 23:46:46,2.2,30
-1,2018-08-08 23:51:46,11.9,11.9,2018-08-08 23:51:46,11.9,2018-08-08 23:51:46,100,101.54,13.62,13.62,3.5,24536,0,0,0,1.2,1.2,2018-08-08 23:51:46,1.2,75
-1,2018-08-08 23:56:46,11.9,11.9,2018-08-08 23:56:46,11.9,2018-08-08 23:56:46,100,101.54,13.64,13.64,3.5,24536,0,0,0,1.6,1.6,2018-08-08 23:56:46,1.6,33
11067,2018-08-09 00:00:00,12.1,11.8,1904-01-01 00:00:00,12.3,1904-01-01 00:00:00,100,101.55,0,13.6,0,24536,0,0,0,2.42,4.3,2018-08-08 23:01:10,2.42,28
-1,2018-08-09 00:01:28,11.8,11.8,2018-08-09 00:01:28,11.8,2018-08-09 00:01:28,100,101.56,13.62,13.62,0,24536,0,0,0,1.1,1.1,2018-08-09 00:01:28,1.1,58
-1,2018-08-09 00:06:53,11.6,11.6,2018-08-09 00:06:53,11.6,2018-08-09 00:06:53,100,101.54,13.63,13.63,0,24536,0,0,0,0.4,0.4,2018-08-09 00:06:53,0.4,22
-1,2018-08-09 00:11:50,11.7,11.7,2018-08-09 00:11:50,11.7,2018-08-09 00:11:50,100,101.54,13.62,13.62,0,24536,0,0,0,1.3,1.3,2018-08-09 00:11:50,1.3,18
-1,2018-08-09 00:16:50,11.7,11.7,2018-08-09 00:16:50,11.7,2018-08-09 00:16:50,100,101.53,13.62,13.62,0,24536,0,0,0,1.8,1.8,2018-08-09 00:16:50,1.8,22
-1,2018-08-09 00:21:50,11.8,11.8,2018-08-09 00:21:50,11.8,2018-08-09 00:21:50,100,101.53,13.64,13.64,0,24536,0,0,0,0.7,0.7,2018-08-09 00:21:50,0.7,36
-1,2018-08-09 00:26:50,11.8,11.8,2018-08-09 00:26:50,11.8,2018-08-09 00:26:50,100,101.52,13.65,13.65,0,24536,0,0,1,1.5,1.5,2018-08-09 00:26:50,1.5,358
-1,2018-08-09 00:31:50,11.7,11.7,2018-08-09 00:31:50,11.7,2018-08-09 00:31:50,100,101.51,13.6,13.6,0,24536,0,0,1,1,1,2018-08-09 00:31:50,1,332
-1,2018-08-09 00:36:50,11.9,11.9,2018-08-09 00:36:50,11.9,2018-08-09 00:36:50,100,101.5,13.61,13.61,0,24536,0,0,0,1.7,1.7,2018-08-09 00:36:50,1.7,334
-1,2018-08-09 00:41:50,12,12,2018-08-09 00:41:50,12,2018-08-09 00:41:50,100,101.49,13.63,13.63,0,24536,0,0,0,0.8,0.8,2018-08-09 00:41:50,0.8,344
-1,2018-08-09 00:46:51,12,12,2018-08-09 00:46:51,12,2018-08-09 00:46:51,100,101.48,13.62,13.62,0,24536,0,0,0,0,0,2018-08-09 00:46:51,0,0
-1,2018-08-09 00:51:51,12.1,12.1,2018-08-09 00:51:51,12.1,2018-08-09 00:51:51,100,101.48,13.61,13.61,0,24536,0,0,0,2.7,2.7,2018-08-09 00:51:51,2.7,310
-1,2018-08-09 00:56:50,12.2,12.2,2018-08-09 00:56:50,12.2,2018-08-09 00:56:50,100,101.47,13.63,13.63,0,24536,0,0,0,1,1,2018-08-09 00:56:50,1,277
11068,2018-08-09 01:00:00,11.9,11.6,1904-01-01 00:00:00,12.2,1904-01-01 00:00:00,100,101.47,0,13.6,0,24536,0,0,0,1.25,2.9,2018-08-09 00:53:10,1.25,354
-1,2018-08-09 01:01:28,12.1,12.1,2018-08-09 01:01:28,12.1,2018-08-09 01:01:28,100,101.48,13.62,13.62,0,24536,0,0,0,1.2,1.2,2018-08-09 01:01:28,1.2,298
-1,2018-08-09 01:06:54,12,12,2018-08-09 01:06:54,12,2018-08-09 01:06:54,100,101.47,13.62,13.62,0,24536,0,0,0,1,1,2018-08-09 01:06:54,1,2
-1,2018-08-09 01:11:51,12.1,12.1,2018-08-09 01:11:51,12.1,2018-08-09 01:11:51,100,101.47,13.6,13.6,0,24536,0,0,0,2,2,2018-08-09 01:11:51,2,44
-1,2018-08-09 01:16:50,12,12,2018-08-09 01:16:50,12,2018-08-09 01:16:50,100,101.46,13.64,13.64,0,24536,0,0,1,0.8,0.8,2018-08-09 01:16:50,0.8,40
-1,2018-08-09 01:21:50,12.1,12.1,2018-08-09 01:21:50,12.1,2018-08-09 01:21:50,100,101.47,13.65,13.65,0,24536,0,0,0,1.3,1.3,2018-08-09 01:21:50,1.3,60
-1,2018-08-09 01:26:50,12,12,2018-08-09 01:26:50,12,2018-08-09 01:26:50,100,101.47,13.65,13.65,0,24536,0,0,0,0.9,0.9,2018-08-09 01:26:50,0.9,59
-1,2018-08-09 01:31:50,11.9,11.9,2018-08-09 01:31:50,11.9,2018-08-09 01:31:50,100,101.47,13.64,13.64,0,24536,0,0,0,1,1,2018-08-09 01:31:50,1,73
-1,2018-08-09 01:36:51,11.9,11.9,2018-08-09 01:36:51,11.9,2018-08-09 01:36:51,100,101.47,13.63,13.63,0,24536,0,0,1,0.6,0.6,2018-08-09 01:36:51,0.6,113
-1,2018-08-09 01:41:51,11.9,11.9,2018-08-09 01:41:51,11.9,2018-08-09 01:41:51,100,101.48,13.63,13.63,0,24536,0,0,0,0.4,0.4,2018-08-09 01:41:51,0.4,139
-1,2018-08-09 01:46:51,12.1,12.1,2018-08-09 01:46:51,12.1,2018-08-09 01:46:51,100,101.48,13.63,13.63,0,24536,0,0,0,0.3,0.3,2018-08-09 01:46:51,0.3,219
-1,2018-08-09 01:51:51,12,12,2018-08-09 01:51:51,12,2018-08-09 01:51:51,100,101.49,13.64,13.64,0,24536,0,0,0,1.4,1.4,2018-08-09 01:51:51,1.4,207
-1,2018-08-09 01:56:51,11.7,11.7,2018-08-09 01:56:51,11.7,2018-08-09 01:56:51,100,101.5,13.64,13.64,0,24536,0,0,0,2.3,2.3,2018-08-09 01:56:51,2.3,178
11069,2018-08-09 02:00:00,12,11.7,1904-01-01 00:00:00,12.1,1904-01-01 00:00:00,100,101.48,0,13.6,0,24536,0,0,0,1.09,3,2018-08-09 01:58:30,1.09,88
-1,2018-08-09 02:01:29,11.8,11.8,2018-08-09 02:01:29,11.8,2018-08-09 02:01:29,100,101.48,13.63,13.63,0,24536,0,0,0,1.5,1.5,2018-08-09 02:01:29,1.5,160
-1,2018-08-09 02:06:54,11.7,11.7,2018-08-09 02:06:54,11.7,2018-08-09 02:06:54,100,101.48,13.63,13.63,0,24536,0,0,0,0.8,0.8,2018-08-09 02:06:54,0.8,145
-1,2018-08-09 02:11:51,11.6,11.6,2018-08-09 02:11:51,11.6,2018-08-09 02:11:51,100,101.48,13.6,13.6,0,24536,0,0,0,0.4,0.4,2018-08-09 02:11:51,0.4,164
-1,2018-08-09 02:16:51,11.3,11.3,2018-08-09 02:16:51,11.3,2018-08-09 02:16:51,100,101.49,13.63,13.63,0,24536,0,0,0,1,1,2018-08-09 02:16:51,1,199
-1,2018-08-09 02:21:51,11,11,2018-08-09 02:21:51,11,2018-08-09 02:21:51,100,101.48,13.65,13.65,0,24536,0,0,0,1.9,1.9,2018-08-09 02:21:51,1.9,199
-1,2018-08-09 02:26:51,11,11,2018-08-09 02:26:51,11,2018-08-09 02:26:51,100,101.49,13.64,13.64,0,24536,0,0,0,1,1,2018-08-09 02:26:51,1,197
-1,2018-08-09 02:31:51,10.9,10.9,2018-08-09 02:31:51,10.9,2018-08-09 02:31:51,100,101.49,13.62,13.62,0,24536,0,0,0,0.9,0.9,2018-08-09 02:31:51,0.9,134
-1,2018-08-09 02:36:51,10.6,10.6,2018-08-09 02:36:51,10.6,2018-08-09 02:36:51,100,101.47,13.66,13.66,0,24536,0,0,2,0.9,0.9,2018-08-09 02:36:51,0.9,212
-1,2018-08-09 02:41:51,10.7,10.7,2018-08-09 02:41:51,10.7,2018-08-09 02:41:51,100,101.48,13.65,13.65,0,24536,0,0,0,0,0,2018-08-09 02:41:51,0,0
-1,2018-08-09 02:46:51,10.5,10.5,2018-08-09 02:46:51,10.5,2018-08-09 02:46:51,100,101.47,13.65,13.65,0,24536,0,0,0,0.6,0.6,2018-08-09 02:46:51,0.6,172
-1,2018-08-09 02:51:51,10.5,10.5,2018-08-09 02:51:51,10.5,2018-08-09 02:51:51,100,101.48,13.66,13.66,0,24536,0,0,0,0.9,0.9,2018-08-09 02:51:51,0.9,231
-1,2018-08-09 02:56:51,10.4,10.4,2018-08-09 02:56:51,10.4,2018-08-09 02:56:51,100,101.48,13.64,13.64,0,24536,0,0,0,0.8,0.8,2018-08-09 02:56:51,0.8,223
11070,2018-08-09 03:00:00,11,10.4,1904-01-01 00:00:00,11.8,1904-01-01 00:00:00,100,101.48,0,13.6,0,24536,0,0,0,1.04,3,2018-08-09 02:00:10,1.04,182
-1,2018-08-09 03:01:29,10.4,10.4,2018-08-09 03:01:29,10.4,2018-08-09 03:01:29,100,101.49,13.66,13.66,0,24536,0,0,0,0.6,0.6,2018-08-09 03:01:29,0.6,160
-1,2018-08-09 03:06:58,10.4,10.4,2018-08-09 03:06:58,10.4,2018-08-09 03:06:58,100,101.49,13.67,13.67,0,24536,0,0,0,1.5,1.5,2018-08-09 03:06:58,1.5,176
-1,2018-08-09 03:11:51,10.4,10.4,2018-08-09 03:11:51,10.4,2018-08-09 03:11:51,100,101.48,13.65,13.65,0,24536,0,0,0,0.6,0.6,2018-08-09 03:11:51,0.6,201
-1,2018-08-09 03:16:51,10.4,10.4,2018-08-09 03:16:51,10.4,2018-08-09 03:16:51,100,101.47,13.67,13.67,0,24536,0,0,0,0.6,0.6,2018-08-09 03:16:51,0.6,204
-1,2018-08-09 03:21:51,10.3,10.3,2018-08-09 03:21:51,10.3,2018-08-09 03:21:51,100,101.48,13.67,13.67,0,24536,0,0,0,0.7,0.7,2018-08-09 03:21:51,0.7,211
-1,2018-08-09 03:26:51,10.3,10.3,2018-08-09 03:26:51,10.3,2018-08-09 03:26:51,100,101.48,13.67,13.67,0,24536,0,0,0,1.3,1.3,2018-08-09 03:26:51,1.3,178
-1,2018-08-09 03:31:51,10.3,10.3,2018-08-09 03:31:51,10.3,2018-08-09 03:31:51,100,101.48,13.67,13.67,0,24536,0,0,0,0.6,0.6,2018-08-09 03:31:51,0.6,196
-1,2018-08-09 03:36:51,10,10,2018-08-09 03:36:51,10,2018-08-09 03:36:51,100,101.48,13.65,13.65,0,24536,0,0,0,2.2,2.2,2018-08-09 03:36:51,2.2,183
-1,2018-08-09 03:41:51,10.2,10.2,2018-08-09 03:41:51,10.2,2018-08-09 03:41:51,100,101.48,13.66,13.66,0,24536,0,0,0,1.4,1.4,2018-08-09 03:41:51,1.4,170
-1,2018-08-09 03:46:51,10.3,10.3,2018-08-09 03:46:51,10.3,2018-08-09 03:46:51,100,101.48,13.65,13.65,0,24536,0,0,1,1.2,1.2,2018-08-09 03:46:51,1.2,187
-1,2018-08-09 03:51:51,10.1,10.1,2018-08-09 03:51:51,10.1,2018-08-09 03:51:51,100,101.48,13.69,13.69,0,24536,0,0,0,1.1,1.1,2018-08-09 03:51:51,1.1,208
-1,2018-08-09 03:56:51,10.1,10.1,2018-08-09 03:56:51,10.1,2018-08-09 03:56:51,100,101.47,13.68,13.68,0,24536,0,0,1,1.2,1.2,2018-08-09 03:56:51,1.2,193
11071,2018-08-09 04:00:00,10.3,10,1904-01-01 00:00:00,10.5,1904-01-01 00:00:00,100,101.47,0,13.63,0,24536,0,0,0,1.16,2.5,2018-08-09 03:43:30,1.16,185
-1,2018-08-09 04:01:29,10,10,2018-08-09 04:01:29,10,2018-08-09 04:01:29,100,101.47,13.66,13.66,0,24536,0,0,0,0.7,0.7,2018-08-09 04:01:29,0.7,179
-1,2018-08-09 04:06:54,10.2,10.2,2018-08-09 04:06:54,10.2,2018-08-09 04:06:54,100,101.46,13.67,13.67,0,24536,0,0,0,0,0,2018-08-09 04:06:54,0,0
-1,2018-08-09 04:11:51,10.3,10.3,2018-08-09 04:11:51,10.3,2018-08-09 04:11:51,100,101.46,13.68,13.68,0,24536,0,0,0,0,0,2018-08-09 04:11:51,0,0
-1,2018-08-09 04:16:51,10.3,10.3,2018-08-09 04:16:51,10.3,2018-08-09 04:16:51,100,101.46,13.65,13.65,0,24536,0,0,0,0.5,0.5,2018-08-09 04:16:51,0.5,146
-1,2018-08-09 04:21:51,10.4,10.4,2018-08-09 04:21:51,10.4,2018-08-09 04:21:51,100,101.47,13.68,13.68,0,24536,0,0,1,0.8,0.8,2018-08-09 04:21:51,0.8,111
-1,2018-08-09 04:26:51,10.5,10.5,2018-08-09 04:26:51,10.5,2018-08-09 04:26:51,100,101.46,13.65,13.65,0,24536,0,0,0,0.3,0.3,2018-08-09 04:26:51,0.3,10
-1,2018-08-09 04:31:51,10.5,10.5,2018-08-09 04:31:51,10.5,2018-08-09 04:31:51,100,101.47,13.67,13.67,0,24536,0,0,0,1.1,1.1,2018-08-09 04:31:51,1.1,35
-1,2018-08-09 04:36:51,10.6,10.6,2018-08-09 04:36:51,10.6,2018-08-09 04:36:51,100,101.47,13.65,13.65,0,24536,0,0,0,1,1,2018-08-09 04:36:51,1,9
-1,2018-08-09 04:41:51,10.4,10.4,2018-08-09 04:41:51,10.4,2018-08-09 04:41:51,100,101.46,13.65,13.65,0,24536,0,0,0,0.5,0.5,2018-08-09 04:41:51,0.5,15
-1,2018-08-09 04:46:51,10.5,10.5,2018-08-09 04:46:51,10.5,2018-08-09 04:46:51,100,101.46,13.66,13.66,0,24536,0,0,0,0.4,0.4,2018-08-09 04:46:51,0.4,64
-1,2018-08-09 04:51:51,10.4,10.4,2018-08-09 04:51:51,10.4,2018-08-09 04:51:51,100,101.47,13.66,13.66,0,24536,0,0,0,1.1,1.1,2018-08-09 04:51:51,1.1,64
-1,2018-08-09 04:56:51,10.5,10.5,2018-08-09 04:56:51,10.5,2018-08-09 04:56:51,100,101.47,13.68,13.68,0,24536,0,0,1,1,1,2018-08-09 04:56:51,1,43
11072,2018-08-09 05:00:00,10.4,10,1904-01-01 00:00:00,10.6,1904-01-01 00:00:00,100,101.47,0,13.64,0,24536,0,0,0,0.71,1.7,2018-08-09 04:55:50,0.71,57
-1,2018-08-09 05:01:30,10.5,10.5,2018-08-09 05:01:30,10.5,2018-08-09 05:01:30,100,101.47,13.67,13.67,0,24536,0,0,0,2.4,2.4,2018-08-09 05:01:30,2.4,53
-1,2018-08-09 05:06:55,10.4,10.4,2018-08-09 05:06:55,10.4,2018-08-09 05:06:55,100,101.47,13.64,13.64,0,24536,0,0,0,2.3,2.3,2018-08-09 05:06:55,2.3,30
-1,2018-08-09 05:11:52,10.3,10.3,2018-08-09 05:11:52,10.3,2018-08-09 05:11:52,100,101.48,13.66,13.66,0,24536,0,0,0,1.3,1.3,2018-08-09 05:11:52,1.3,52
-1,2018-08-09 05:16:52,10.2,10.2,2018-08-09 05:16:52,10.2,2018-08-09 05:16:52,100,101.48,13.64,13.64,0,24536,0,0,0,2.5,2.5,2018-08-09 05:16:52,2.5,355
-1,2018-08-09 05:21:52,10.3,10.3,2018-08-09 05:21:52,10.3,2018-08-09 05:21:52,100,101.48,13.65,13.65,0,24536,0,0,0,2.8,2.8,2018-08-09 05:21:52,2.8,2
-1,2018-08-09 05:26:52,10.3,10.3,2018-08-09 05:26:52,10.3,2018-08-09 05:26:52,100,101.48,13.67,13.67,0,24536,0,0,0,1.5,1.5,2018-08-09 05:26:52,1.5,11
