RecordIDNumber,RecDateTime,AirTemp_C_Avg,AirTemp_C_Min,AirTemp_C_TMn,AirTemp_C_Max,AirTemp_C_TMx,RH_Avg,Barometer_kPa,BatVolt_V,BatVolt_V_Min,ETo,RainYearly_mm,SnowYearly_mm,Solar_Avg,WindSpeed_ms_Avg,WindSpeed_ms_Max,WindSpeed_ms_TMx,WindSpeed_ms_WVc1,WindSpeed_ms_WVc2
-1,2018-09-13 14:48:31,18.5,18.5,2018-09-13 14:48:31,18.5,2018-09-13 14:48:31,76,101.59,13.4,13.4,1.81,24536,0,0,716,4,4,2018-09-13 14:48:31,4,17
-1,2018-09-13 14:53:31,18,18,2018-09-13 14:53:31,18,2018-09-13 14:53:31,76,101.58,13.41,13.41,1.81,24536,0,0,708,4.3,4.3,2018-09-13 14:53:31,4.3,12
-1,2018-09-13 14:58:31,18,18,2018-09-13 14:58:31,18,2018-09-13 14:58:31,79,101.58,13.4,13.4,1.81,24536,0,0,699,3.7,3.7,2018-09-13 14:58:31,3.7,19
11922,2018-09-13 15:00:00,18.5,17.8,1904-01-01 00:00:00,19,1904-01-01 00:00:00,74,101.58,0,13.39,2.28,24536,0,0,741,3.43,5,2018-09-13 14:34:00,3.43,31
-1,2018-09-13 15:03:35,19,19,2018-09-13 15:03:35,19,2018-09-13 15:03:35,72,101.57,13.42,13.42,2.22,24536,0,0,688,1.4,1.4,2018-09-13 15:03:35,1.4,45
-1,2018-09-13 15:08:31,18.9,18.9,2018-09-13 15:08:31,18.9,2018-09-13 15:08:31,75,101.56,13.4,13.4,2.22,24536,0,0,682,3.7,3.7,2018-09-13 15:08:31,3.7,3
-1,2018-09-13 15:13:31,19.5,19.5,2018-09-13 15:13:31,19.5,2018-09-13 15:13:31,64,101.56,13.39,13.39,2.22,24536,0,0,671,0,0,2018-09-13 15:13:31,0,0
-1,2018-09-13 15:18:31,21.8,21.8,2018-09-13 15:18:31,21.8,2018-09-13 15:18:31,52,101.54,13.39,13.39,2.22,24536,0,0,662,2,2,2018-09-13 15:18:31,2,228
-1,2018-09-13 15:23:31,22.5,22.5,2018-09-13 15:23:31,22.5,2018-09-13 15:23:31,50,101.55,13.39,13.39,2.22,24536,0,0,651,2.4,2.4,2018-09-13 15:23:31,2.4,190
-1,2018-09-13 15:28:31,22.4,22.4,2018-09-13 15:28:31,22.4,2018-09-13 15:28:31,51,101.53,13.39,13.39,2.22,24536,0,0,634,2.9,2.9,2018-09-13 15:28:31,2.9,203
-1,2018-09-13 15:33:31,22.5,22.5,2018-09-13 15:33:31,22.5,2018-09-13 15:33:31,49,101.54,13.35,13.35,2.22,24536,0,0,649,2.6,2.6,2018-09-13 15:33:31,2.6,181
-1,2018-09-13 15:38:31,22.7,22.7,2018-09-13 15:38:31,22.7,2018-09-13 15:38:31,47,101.53,13.34,13.34,2.22,24536,0,0,639,4.3,4.3,2018-09-13 15:38:31,4.3,199
-1,2018-09-13 15:43:31,22.8,22.8,2018-09-13 15:43:31,22.8,2018-09-13 15:43:31,48,101.52,13.35,13.35,2.22,24536,0,0,639,4.2,4.2,2018-09-13 15:43:31,4.2,184
-1,2018-09-13 15:48:31,22.6,22.6,2018-09-13 15:48:31,22.6,2018-09-13 15:48:31,49,101.52,13.36,13.36,2.22,24536,0,0,644,2.8,2.8,2018-09-13 15:48:31,2.8,169
-1,2018-09-13 15:53:31,22.8,22.8,2018-09-13 15:53:31,22.8,2018-09-13 15:53:31,49,101.52,13.35,13.35,2.22,24536,0,0,620,1.4,1.4,2018-09-13 15:53:31,1.4,195
-1,2018-09-13 15:58:31,22.9,22.9,2018-09-13 15:58:31,22.9,2018-09-13 15:58:31,48,101.51,13.34,13.34,2.22,24536,0,0,608,4,4,2018-09-13 15:58:31,4,191
11923,2018-09-13 16:00:00,21.6,17.9,1904-01-01 00:00:00,22.9,1904-01-01 00:00:00,55,101.52,0,13.33,2.71,24536,0,0,649,2.92,6.7,2018-09-13 15:39:20,2.92,190
-1,2018-09-13 16:03:36,22.3,22.3,2018-09-13 16:03:36,22.3,2018-09-13 16:03:36,50,101.52,13.33,13.33,2.65,24536,0,0,581,5.6,5.6,2018-09-13 16:03:36,5.6,186
-1,2018-09-13 16:08:31,22.2,22.2,2018-09-13 16:08:31,22.2,2018-09-13 16:08:31,49,101.49,13.34,13.34,2.65,24536,0,0,561,3.8,3.8,2018-09-13 16:08:31,3.8,180
-1,2018-09-13 16:13:31,22.1,22.1,2018-09-13 16:13:31,22.1,2018-09-13 16:13:31,50,101.49,13.34,13.34,2.65,24536,0,0,546,3.1,3.1,2018-09-13 16:13:31,3.1,190
-1,2018-09-13 16:18:31,23.1,23.1,2018-09-13 16:18:31,23.1,2018-09-13 16:18:31,46,101.5,13.34,13.34,2.65,24536,0,0,532,1.7,1.7,2018-09-13 16:18:31,1.7,197
-1,2018-09-13 16:23:31,22.7,22.7,2018-09-13 16:23:31,22.7,2018-09-13 16:23:31,47,101.48,13.36,13.36,2.65,24536,0,0,520,2.9,2.9,2018-09-13 16:23:31,2.9,176
-1,2018-09-13 16:28:31,22.9,22.9,2018-09-13 16:28:31,22.9,2018-09-13 16:28:31,45,101.49,13.35,13.35,2.65,24536,0,0,528,2.1,2.1,2018-09-13 16:28:31,2.1,211
-1,2018-09-13 16:33:31,23.5,23.5,2018-09-13 16:33:31,23.5,2018-09-13 16:33:31,41,101.49,13.35,13.35,2.65,24536,0,0,447,1.8,1.8,2018-09-13 16:33:31,1.8,250
-1,2018-09-13 16:38:31,23.7,23.7,2018-09-13 16:38:31,23.7,2018-09-13 16:38:31,40,101.5,13.35,13.35,2.65,24536,0,0,433,3.2,3.2,2018-09-13 16:38:31,3.2,247
-1,2018-09-13 16:43:31,23.5,23.5,2018-09-13 16:43:31,23.5,2018-09-13 16:43:31,40,101.49,13.33,13.33,2.65,24536,0,0,402,5.1,5.1,2018-09-13 16:43:31,5.1,267
-1,2018-09-13 16:48:31,23.5,23.5,2018-09-13 16:48:31,23.5,2018-09-13 16:48:31,39,101.48,13.34,13.34,2.65,24536,0,0,361,1.3,1.3,2018-09-13 16:48:31,1.3,241
-1,2018-09-13 16:53:31,23.4,23.4,2018-09-13 16:53:31,23.4,2018-09-13 16:53:31,40,101.49,13.34,13.34,2.65,24536,0,0,503,3.7,3.7,2018-09-13 16:53:31,3.7,270
-1,2018-09-13 16:58:31,23.3,23.3,2018-09-13 16:58:31,23.3,2018-09-13 16:58:31,40,101.49,13.34,13.34,2.65,24536,0,0,448,2.3,2.3,2018-09-13 16:58:31,2.3,255
11924,2018-09-13 17:00:00,23,22.1,1904-01-01 00:00:00,23.7,1904-01-01 00:00:00,44,101.5,0,13.31,3.09,24536,0,0,495,3.24,6.7,2018-09-13 16:00:20,3.24,221
-1,2018-09-13 17:03:36,22.9,22.9,2018-09-13 17:03:36,22.9,2018-09-13 17:03:36,40,101.48,13.31,13.31,3.03,24536,0,0,418,3.4,3.4,2018-09-13 17:03:36,3.4,261
-1,2018-09-13 17:08:32,22.8,22.8,2018-09-13 17:08:32,22.8,2018-09-13 17:08:32,40,101.49,13.31,13.31,3.03,24536,0,0,395,4.2,4.2,2018-09-13 17:08:32,4.2,256
-1,2018-09-13 17:08:47,22.8,22.8,2018-09-13 17:08:47,22.8,2018-09-13 17:08:47,40,101.49,13.32,13.32,3.03,24536,0,0,396,3.7,3.7,2018-09-13 17:08:47,3.7,257
-1,2018-09-13 17:13:32,22.6,22.6,2018-09-13 17:13:32,22.6,2018-09-13 17:13:32,40,101.48,13.32,13.32,3.03,24536,0,0,368,5.6,5.6,2018-09-13 17:13:32,5.6,247
-1,2018-09-13 17:18:32,22.5,22.5,2018-09-13 17:18:32,22.5,2018-09-13 17:18:32,40,101.49,13.33,13.33,3.03,24536,0,0,351,6.8,6.8,2018-09-13 17:18:32,6.8,241
-1,2018-09-13 17:23:32,22.4,22.4,2018-09-13 17:23:32,22.4,2018-09-13 17:23:32,40,101.48,13.33,13.33,3.03,24536,0,0,334,3.8,3.8,2018-09-13 17:23:32,3.8,245
-1,2018-09-13 17:28:32,22.4,22.4,2018-09-13 17:28:32,22.4,2018-09-13 17:28:32,41,101.48,13.35,13.35,3.03,24536,0,0,321,3.1,3.1,2018-09-13 17:28:32,3.1,259
-1,2018-09-13 17:33:32,22.2,22.2,2018-09-13 17:33:32,22.2,2018-09-13 17:33:32,41,101.5,13.33,13.33,3.03,24536,0,0,305,4.2,4.2,2018-09-13 17:33:32,4.2,235
-1,2018-09-13 17:38:32,22.1,22.1,2018-09-13 17:38:32,22.1,2018-09-13 17:38:32,41,101.49,13.33,13.33,3.03,24536,0,0,290,3.5,3.5,2018-09-13 17:38:32,3.5,249
-1,2018-09-13 17:43:32,22,22,2018-09-13 17:43:32,22,2018-09-13 17:43:32,42,101.48,13.33,13.33,3.03,24536,0,0,275,4.9,4.9,2018-09-13 17:43:32,4.9,257
-1,2018-09-13 17:48:32,21.8,21.8,2018-09-13 17:48:32,21.8,2018-09-13 17:48:32,42,101.47,13.35,13.35,3.03,24536,0,0,259,4.8,4.8,2018-09-13 17:48:32,4.8,262
-1,2018-09-13 17:53:32,21.9,21.9,2018-09-13 17:53:32,21.9,2018-09-13 17:53:32,42,101.48,13.34,13.34,3.03,24536,0,0,246,4.1,4.1,2018-09-13 17:53:32,4.1,240
-1,2018-09-13 17:58:32,21.7,21.7,2018-09-13 17:58:32,21.7,2018-09-13 17:58:32,42,101.49,13.36,13.36,3.03,24536,0,0,228,3.5,3.5,2018-09-13 17:58:32,3.5,239
11925,2018-09-13 18:00:00,22.3,21.7,1904-01-01 00:00:00,23.4,1904-01-01 00:00:00,41,101.48,0,13.3,3.4,24536,0,0,320,4.27,7.7,2018-09-13 17:40:40,4.27,250
-1,2018-09-13 18:03:36,21.7,21.7,2018-09-13 18:03:36,21.7,2018-09-13 18:03:36,43,101.49,13.34,13.34,3.34,24536,0,0,220,6.1,6.1,2018-09-13 18:03:36,6.1,254
-1,2018-09-13 18:08:32,21.6,21.6,2018-09-13 18:08:32,21.6,2018-09-13 18:08:32,44,101.49,13.37,13.37,3.34,24536,0,0,200,3.3,3.3,2018-09-13 18:08:32,3.3,224
-1,2018-09-13 18:13:32,21.6,21.6,2018-09-13 18:13:32,21.6,2018-09-13 18:13:32,44,101.49,13.38,13.38,3.34,24536,0,0,181,3.6,3.6,2018-09-13 18:13:32,3.6,249
-1,2018-09-13 18:18:32,21.2,21.2,2018-09-13 18:18:32,21.2,2018-09-13 18:18:32,46,101.5,13.36,13.36,3.34,24536,0,0,167,3.5,3.5,2018-09-13 18:18:32,3.5,198
-1,2018-09-13 18:23:32,21.1,21.1,2018-09-13 18:23:32,21.1,2018-09-13 18:23:32,47,101.5,13.35,13.35,3.34,24536,0,0,153,3.9,3.9,2018-09-13 18:23:32,3.9,263
-1,2018-09-13 18:28:32,20.8,20.8,2018-09-13 18:28:32,20.8,2018-09-13 18:28:32,47,101.49,13.39,13.39,3.34,24536,0,0,136,4.2,4.2,2018-09-13 18:28:32,4.2,204
-1,2018-09-13 18:33:32,20.7,20.7,2018-09-13 18:33:32,20.7,2018-09-13 18:33:32,47,101.49,13.39,13.39,3.34,24536,0,0,121,1.5,1.5,2018-09-13 18:33:32,1.5,214
-1,2018-09-13 18:38:32,20.3,20.3,2018-09-13 18:38:32,20.3,2018-09-13 18:38:32,49,101.49,13.4,13.4,3.34,24536,0,0,105,4.1,4.1,2018-09-13 18:38:32,4.1,209
-1,2018-09-13 18:43:32,20.1,20.1,2018-09-13 18:43:32,20.1,2018-09-13 18:43:32,50,101.49,13.4,13.4,3.34,24536,0,0,89,1.4,1.4,2018-09-13 18:43:32,1.4,225
-1,2018-09-13 18:48:32,20,20,2018-09-13 18:48:32,20,2018-09-13 18:48:32,50,101.49,13.4,13.4,3.34,24536,0,0,74,3.1,3.1,2018-09-13 18:48:32,3.1,210
-1,2018-09-13 18:53:32,19.8,19.8,2018-09-13 18:53:32,19.8,2018-09-13 18:53:32,51,101.49,13.4,13.4,3.34,24536,0,0,62,2.7,2.7,2018-09-13 18:53:32,2.7,252
-1,2018-09-13 18:58:32,19.5,19.5,2018-09-13 18:58:32,19.5,2018-09-13 18:58:32,53,101.49,13.39,13.39,3.34,24536,0,0,52,5.3,5.3,2018-09-13 18:58:32,5.3,250
11926,2018-09-13 19:00:00,20.7,19.4,1904-01-01 00:00:00,21.8,1904-01-01 00:00:00,47,101.5,0,13.34,3.49,24536,0,0,132,3.03,6.2,2018-09-13 18:25:00,3.03,239
-1,2018-09-13 19:03:36,19.2,19.2,2018-09-13 19:03:36,19.2,2018-09-13 19:03:36,53,101.5,13.41,13.41,3.43,24536,0,0,39,4.6,4.6,2018-09-13 19:03:36,4.6,255
-1,2018-09-13 19:08:34,19.1,19.1,2018-09-13 19:08:34,19.1,2018-09-13 19:08:34,54,101.5,13.42,13.42,3.43,24536,0,0,10,6.1,6.1,2018-09-13 19:08:34,6.1,243
-1,2018-09-13 19:13:32,18.8,18.8,2018-09-13 19:13:32,18.8,2018-09-13 19:13:32,55,101.51,13.42,13.42,3.43,24536,0,0,8,3.3,3.3,2018-09-13 19:13:32,3.3,209
-1,2018-09-13 19:18:32,18.6,18.6,2018-09-13 19:18:32,18.6,2018-09-13 19:18:32,56,101.5,13.42,13.42,3.43,24536,0,0,5,6.1,6.1,2018-09-13 19:18:32,6.1,256
-1,2018-09-13 19:23:32,18.4,18.4,2018-09-13 19:23:32,18.4,2018-09-13 19:23:32,56,101.5,13.43,13.43,3.43,24536,0,0,2,3.9,3.9,2018-09-13 19:23:32,3.9,251
-1,2018-09-13 19:28:32,18.3,18.3,2018-09-13 19:28:32,18.3,2018-09-13 19:28:32,57,101.5,13.43,13.43,3.43,24536,0,0,0,2,2,2018-09-13 19:28:32,2,237
-1,2018-09-13 19:33:33,18.2,18.2,2018-09-13 19:33:33,18.2,2018-09-13 19:33:33,57,101.5,13.46,13.46,3.43,24536,0,0,0,4.7,4.7,2018-09-13 19:33:33,4.7,242
-1,2018-09-13 19:38:32,18,18,2018-09-13 19:38:32,18,2018-09-13 19:38:32,58,101.5,13.47,13.47,3.43,24536,0,0,0,3.4,3.4,2018-09-13 19:38:32,3.4,248
-1,2018-09-13 19:43:32,17.9,17.9,2018-09-13 19:43:32,17.9,2018-09-13 19:43:32,59,101.51,13.46,13.46,3.43,24536,0,0,0,3.9,3.9,2018-09-13 19:43:32,3.9,259
-1,2018-09-13 19:48:32,17.7,17.7,2018-09-13 19:48:32,17.7,2018-09-13 19:48:32,60,101.5,13.47,13.47,3.43,24536,0,0,0,4.7,4.7,2018-09-13 19:48:32,4.7,258
-1,2018-09-13 19:53:32,17.6,17.6,2018-09-13 19:53:32,17.6,2018-09-13 19:53:32,60,101.5,13.48,13.48,3.43,24536,0,0,0,3.9,3.9,2018-09-13 19:53:32,3.9,262
-1,2018-09-13 19:58:32,17.5,17.5,2018-09-13 19:58:32,17.5,2018-09-13 19:58:32,61,101.5,13.47,13.47,3.43,24536,0,0,0,5.2,5.2,2018-09-13 19:58:32,5.2,266
11927,2018-09-13 20:00:00,18.3,17.5,1904-01-01 00:00:00,19.3,1904-01-01 00:00:00,57,101.51,0,13.39,3.54,24536,0,0,6,4.05,7.5,2018-09-13 19:28:00,4.05,243
-1,2018-09-13 20:03:37,17.4,17.4,2018-09-13 20:03:37,17.4,2018-09-13 20:03:37,62,101.51,13.48,13.48,3.48,24536,0,0,0,2.6,2.6,2018-09-13 20:03:37,2.6,258
-1,2018-09-13 20:08:32,17.3,17.3,2018-09-13 20:08:32,17.3,2018-09-13 20:08:32,63,101.52,13.49,13.49,3.48,24536,0,0,0,5,5,2018-09-13 20:08:32,5,254
-1,2018-09-13 20:13:32,17.2,17.2,2018-09-13 20:13:32,17.2,2018-09-13 20:13:32,64,101.52,13.49,13.49,3.48,24536,0,0,0,5.1,5.1,2018-09-13 20:13:32,5.1,242
-1,2018-09-13 20:18:32,17,17,2018-09-13 20:18:32,17,2018-09-13 20:18:32,65,101.51,13.5,13.5,3.48,24536,0,0,0,3.2,3.2,2018-09-13 20:18:32,3.2,256
-1,2018-09-13 20:23:32,17,17,2018-09-13 20:23:32,17,2018-09-13 20:23:32,66,101.52,13.51,13.51,3.48,24536,0,0,0,5.7,5.7,2018-09-13 20:23:32,5.7,267
-1,2018-09-13 20:28:32,16.9,16.9,2018-09-13 20:28:32,16.9,2018-09-13 20:28:32,66,101.53,13.51,13.51,3.48,24536,0,0,0,3.4,3.4,2018-09-13 20:28:32,3.4,253
-1,2018-09-13 20:33:32,16.8,16.8,2018-09-13 20:33:32,16.8,2018-09-13 20:33:32,67,101.53,13.5,13.5,3.48,24536,0,0,0,5.3,5.3,2018-09-13 20:33:32,5.3,250
-1,2018-09-13 20:38:32,16.7,16.7,2018-09-13 20:38:32,16.7,2018-09-13 20:38:32,68,101.54,13.53,13.53,3.48,24536,0,0,0,5.4,5.4,2018-09-13 20:38:32,5.4,250
-1,2018-09-13 20:43:32,16.7,16.7,2018-09-13 20:43:32,16.7,2018-09-13 20:43:32,68,101.55,13.49,13.49,3.48,24536,0,0,0,5.3,5.3,2018-09-13 20:43:32,5.3,245
-1,2018-09-13 20:48:32,16.6,16.6,2018-09-13 20:48:32,16.6,2018-09-13 20:48:32,69,101.56,13.52,13.52,3.48,24536,0,0,0,5.3,5.3,2018-09-13 20:48:32,5.3,259
-1,2018-09-13 20:53:33,16.5,16.5,2018-09-13 20:53:33,16.5,2018-09-13 20:53:33,69,101.57,13.51,13.51,3.48,24536,0,0,0,3.7,3.7,2018-09-13 20:53:33,3.7,286
-1,2018-09-13 20:58:33,16.4,16.4,2018-09-13 20:58:33,16.4,2018-09-13 20:58:33,70,101.58,13.53,13.53,3.48,24536,0,0,0,6.5,6.5,2018-09-13 20:58:33,6.5,258
11928,2018-09-13 21:00:00,16.9,16.4,1904-01-01 00:00:00,17.4,1904-01-01 00:00:00,66,101.58,0,13.47,3.58,24536,0,0,0,4.39,7.2,2018-09-13 20:14:40,4.39,259
-1,2018-09-13 21:03:37,16.4,16.4,2018-09-13 21:03:37,16.4,2018-09-13 21:03:37,70,101.58,13.53,13.53,3.52,24536,0,0,0,5.1,5.1,2018-09-13 21:03:37,5.1,272
-1,2018-09-13 21:08:33,16.3,16.3,2018-09-13 21:08:33,16.3,2018-09-13 21:08:33,71,101.6,13.55,13.55,3.52,24536,0,0,0,2.9,2.9,2018-09-13 21:08:33,2.9,256
-1,2018-09-13 21:13:33,16.3,16.3,2018-09-13 21:13:33,16.3,2018-09-13 21:13:33,71,101.61,13.54,13.54,3.52,24536,0,0,0,4.1,4.1,2018-09-13 21:13:33,4.1,270
-1,2018-09-13 21:18:33,16.2,16.2,2018-09-13 21:18:33,16.2,2018-09-13 21:18:33,71,101.61,13.51,13.51,3.52,24536,0,0,0,2.5,2.5,2018-09-13 21:18:33,2.5,254
-1,2018-09-13 21:23:33,16.2,16.2,2018-09-13 21:23:33,16.2,2018-09-13 21:23:33,71,101.63,13.54,13.54,3.52,24536,0,0,0,3.6,3.6,2018-09-13 21:23:33,3.6,274
-1,2018-09-13 21:28:33,16.1,16.1,2018-09-13 21:28:33,16.1,2018-09-13 21:28:33,72,101.63,13.55,13.55,3.52,24536,0,0,0,3.5,3.5,2018-09-13 21:28:33,3.5,282
-1,2018-09-13 21:33:33,16.1,16.1,2018-09-13 21:33:33,16.1,2018-09-13 21:33:33,72,101.62,13.53,13.53,3.52,24536,0,0,0,3.1,3.1,2018-09-13 21:33:33,3.1,259
-1,2018-09-13 21:38:33,16.1,16.1,2018-09-13 21:38:33,16.1,2018-09-13 21:38:33,73,101.63,13.55,13.55,3.52,24536,0,0,1,1.6,1.6,2018-09-13 21:38:33,1.6,308
-1,2018-09-13 21:43:33,16,16,2018-09-13 21:43:33,16,2018-09-13 21:43:33,73,101.64,13.55,13.55,3.52,24536,0,0,0,3.1,3.1,2018-09-13 21:43:33,3.1,258
-1,2018-09-13 21:48:33,16.1,16.1,2018-09-13 21:48:33,16.1,2018-09-13 21:48:33,73,101.64,13.55,13.55,3.52,24536,0,0,0,3.8,3.8,2018-09-13 21:48:33,3.8,283
-1,2018-09-13 21:53:33,15.9,15.9,2018-09-13 21:53:33,15.9,2018-09-13 21:53:33,74,101.63,13.55,13.55,3.52,24536,0,0,0,4.4,4.4,2018-09-13 21:53:33,4.4,289
-1,2018-09-13 21:58:33,15.9,15.9,2018-09-13 21:58:33,15.9,2018-09-13 21:58:33,74,101.64,13.55,13.55,3.52,24536,0,0,1,3.3,3.3,2018-09-13 21:58:33,3.3,304
11929,2018-09-13 22:00:00,16.1,15.9,1904-01-01 00:00:00,16.4,1904-01-01 00:00:00,72,101.63,0,13.51,3.6,24536,0,0,0,3.27,6.6,2018-09-13 21:01:20,3.27,273
-1,2018-09-13 22:03:37,15.9,15.9,2018-09-13 22:03:37,15.9,2018-09-13 22:03:37,74,101.62,13.56,13.56,3.54,24536,0,0,0,4.2,4.2,2018-09-13 22:03:37,4.2,276
-1,2018-09-13 22:08:33,15.9,15.9,2018-09-13 22:08:33,15.9,2018-09-13 22:08:33,74,101.63,13.55,13.55,3.54,24536,0,0,0,2.6,2.6,2018-09-13 22:08:33,2.6,277
-1,2018-09-13 22:13:33,15.9,15.9,2018-09-13 22:13:33,15.9,2018-09-13 22:13:33,74,101.64,13.56,13.56,3.54,24536,0,0,0,3.4,3.4,2018-09-13 22:13:33,3.4,291
-1,2018-09-13 22:18:33,15.7,15.7,2018-09-13 22:18:33,15.7,2018-09-13 22:18:33,75,101.64,13.56,13.56,3.54,24536,0,0,0,3.9,3.9,2018-09-13 22:18:33,3.9,299
-1,2018-09-13 22:23:33,15.8,15.8,2018-09-13 22:23:33,15.8,2018-09-13 22:23:33,75,101.63,13.56,13.56,3.54,24536,0,0,0,2.5,2.5,2018-09-13 22:23:33,2.5,264
-1,2018-09-13 22:28:33,15.7,15.7,2018-09-13 22:28:33,15.7,2018-09-13 22:28:33,75,101.63,13.55,13.55,3.54,24536,0,0,0,2.5,2.5,2018-09-13 22:28:33,2.5,264
-1,2018-09-13 22:33:33,15.7,15.7,2018-09-13 22:33:33,15.7,2018-09-13 22:33:33,75,101.63,13.56,13.56,3.54,24536,0,0,0,5.6,5.6,2018-09-13 22:33:33,5.6,267
-1,2018-09-13 22:38:33,15.7,15.7,2018-09-13 22:38:33,15.7,2018-09-13 22:38:33,75,101.62,13.56,13.56,3.54,24536,0,0,0,3.6,3.6,2018-09-13 22:38:33,3.6,270
-1,2018-09-13 22:43:33,15.7,15.7,2018-09-13 22:43:33,15.7,2018-09-13 22:43:33,75,101.63,13.55,13.55,3.54,24536,0,0,0,3.8,3.8,2018-09-13 22:43:33,3.8,271
-1,2018-09-13 22:48:33,15.7,15.7,2018-09-13 22:48:33,15.7,2018-09-13 22:48:33,75,101.63,13.56,13.56,3.54,24536,0,0,0,2.7,2.7,2018-09-13 22:48:33,2.7,277
-1,2018-09-13 22:53:33,15.7,15.7,2018-09-13 22:53:33,15.7,2018-09-13 22:53:33,75,101.63,13.58,13.58,3.54,24536,0,0,0,1.7,1.7,2018-09-13 22:53:33,1.7,263
-1,2018-09-13 22:58:33,15.7,15.7,2018-09-13 22:58:33,15.7,2018-09-13 22:58:33,75,101.62,13.55,13.55,3.54,24536,0,0,0,3.8,3.8,2018-09-13 22:58:33,3.8,272
11930,2018-09-13 23:00:00,15.8,15.6,1904-01-01 00:00:00,15.9,1904-01-01 00:00:00,75,101.62,0,13.53,3.62,24536,0,0,0,3.62,6,2018-09-13 22:37:00,3.62,276
-1,2018-09-13 23:03:37,15.6,15.6,2018-09-13 23:03:37,15.6,2018-09-13 23:03:37,75,101.62,13.56,13.56,3.56,24536,0,0,0,5,5,2018-09-13 23:03:37,5,277
-1,2018-09-13 23:08:34,15.6,15.6,2018-09-13 23:08:34,15.6,2018-09-13 23:08:34,75,101.63,13.54,13.54,3.56,24536,0,0,0,2.9,2.9,2018-09-13 23:08:34,2.9,259
-1,2018-09-13 23:13:33,15.6,15.6,2018-09-13 23:13:33,15.6,2018-09-13 23:13:33,75,101.62,13.54,13.54,3.56,24536,0,0,0,4,4,2018-09-13 23:13:33,4,258
-1,2018-09-13 23:18:33,15.5,15.5,2018-09-13 23:18:33,15.5,2018-09-13 23:18:33,76,101.63,13.57,13.57,3.56,24536,0,0,0,4.1,4.1,2018-09-13 23:18:33,4.1,262
-1,2018-09-13 23:23:33,15.5,15.5,2018-09-13 23:23:33,15.5,2018-09-13 23:23:33,75,101.63,13.56,13.56,3.56,24536,0,0,0,4.5,4.5,2018-09-13 23:23:33,4.5,256
-1,2018-09-13 23:28:33,15.5,15.5,2018-09-13 23:28:33,15.5,2018-09-13 23:28:33,76,101.63,13.58,13.58,3.56,24536,0,0,0,3.8,3.8,2018-09-13 23:28:33,3.8,264
-1,2018-09-13 23:33:34,15.5,15.5,2018-09-13 23:33:34,15.5,2018-09-13 23:33:34,76,101.63,13.57,13.57,3.56,24536,0,0,0,4.5,4.5,2018-09-13 23:33:34,4.5,270
-1,2018-09-13 23:38:33,15.5,15.5,2018-09-13 23:38:33,15.5,2018-09-13 23:38:33,75,101.61,13.55,13.55,3.56,24536,0,0,0,3.5,3.5,2018-09-13 23:38:33,3.5,274
-1,2018-09-13 23:43:33,15.4,15.4,2018-09-13 23:43:33,15.4,2018-09-13 23:43:33,76,101.63,13.58,13.58,3.56,24536,0,0,0,2.9,2.9,2018-09-13 23:43:33,2.9,264
-1,2018-09-13 23:48:33,15.4,15.4,2018-09-13 23:48:33,15.4,2018-09-13 23:48:33,76,101.62,13.58,13.58,3.56,24536,0,0,0,2.9,2.9,2018-09-13 23:48:33,2.9,276
-1,2018-09-13 23:53:33,15.4,15.4,2018-09-13 23:53:33,15.4,2018-09-13 23:53:33,76,101.62,13.58,13.58,3.56,24536,0,0,0,2.5,2.5,2018-09-13 23:53:33,2.5,265
-1,2018-09-13 23:58:33,15.3,15.3,2018-09-13 23:58:33,15.3,2018-09-13 23:58:33,76,101.62,13.56,13.56,3.56,24536,0,0,0,2.5,2.5,2018-09-13 23:58:33,2.5,260
11931,2018-09-14 00:00:00,15.5,15.3,1904-01-01 00:00:00,15.6,1904-01-01 00:00:00,76,101.63,0,13.54,0.02,24536,0,0,0,3.86,6.3,2018-09-13 23:30:40,3.86,266
-1,2018-09-14 00:03:32,15.3,15.3,2018-09-14 00:03:32,15.3,2018-09-14 00:03:32,77,101.62,13.57,13.57,0,24536,0,0,0,3.3,3.3,2018-09-14 00:03:32,3.3,258
-1,2018-09-14 00:08:28,15.2,15.2,2018-09-14 00:08:28,15.2,2018-09-14 00:08:28,77,101.62,13.59,13.59,0,24536,0,0,0,3.9,3.9,2018-09-14 00:08:28,3.9,269
-1,2018-09-14 00:13:27,15.1,15.1,2018-09-14 00:13:27,15.1,2018-09-14 00:13:27,77,101.62,13.59,13.59,0,24536,0,0,1,4,4,2018-09-14 00:13:27,4,277
-1,2018-09-14 00:18:27,15,15,2018-09-14 00:18:27,15,2018-09-14 00:18:27,78,101.62,13.59,13.59,0,24536,0,0,0,3.1,3.1,2018-09-14 00:18:27,3.1,266
-1,2018-09-14 00:23:27,14.9,14.9,2018-09-14 00:23:27,14.9,2018-09-14 00:23:27,78,101.62,13.58,13.58,0,24536,0,0,0,2.5,2.5,2018-09-14 00:23:27,2.5,281
-1,2018-09-14 00:28:27,14.8,14.8,2018-09-14 00:28:27,14.8,2018-09-14 00:28:27,79,101.63,13.6,13.6,0,24536,0,0,1,3.4,3.4,2018-09-14 00:28:27,3.4,289
-1,2018-09-14 00:33:27,14.8,14.8,2018-09-14 00:33:27,14.8,2018-09-14 00:33:27,79,101.64,13.56,13.56,0,24536,0,0,0,3,3,2018-09-14 00:33:27,3,273
